1004,482,1708707615.2505765
1003,482,1708707615.2830856
1003,482,1708707615.2966807
1002,482,1708707615.3020823
1001,482,1708707615.308082
1001,482,1708707615.3132908
1000,482,1708707615.317803
1000,482,1708707615.3230925
999,482,1708707615.3286443
999,482,1708707615.3360412
998,482,1708707615.3483336
998,482,1708707615.3866181
998,482,1708707615.3876154
999,482,1708707615.388612
1000,482,1708707615.3909621
1001,482,1708707615.3919694
1002,482,1708707615.3929691
1004,481,1708707615.393972
1005,481,1708707615.3959684
1008,481,1708707615.3969693
1012,480,1708707615.3979676
1017,479,1708707615.3999677
1019,479,1708707615.40145
1021,479,1708707615.402872
1032,477,1708707615.4040318
1037,476,1708707615.405198
1095,466,1708707615.4157147
1104,464,1708707615.4170508
1134,460,1708707615.418475
1158,457,1708707615.4199064
1169,455,1708707615.4209156
1176,454,1708707615.4229207
1208,449,1708707615.4239173
1215,448,1708707615.4249198
1235,445,1708707615.4269207
1261,440,1708707615.4279194
1272,438,1708707615.428917
1283,436,1708707615.4299152
1306,433,1708707615.4319193
1332,429,1708707615.4329572
1343,426,1708707615.4339643
1371,421,1708707615.435974
1393,417,1708707615.4373705
1403,415,1708707615.4373705
1429,410,1708707615.4398022
1450,406,1708707615.4411879
1461,404,1708707615.4424105
1474,400,1708707615.4434223
1485,398,1708707615.4444203
1496,396,1708707615.4454186
1520,390,1708707615.446778
1531,387,1708707615.4482217
1547,384,1708707615.4492278
1558,381,1708707615.4502354
1582,375,1708707615.451236
1593,373,1708707615.4526029
1604,369,1708707615.4539156
1610,367,1708707615.4551725
1620,365,1708707615.456178
1645,357,1708707615.4581778
1656,355,1708707615.459177
1662,353,1708707615.4601772
1673,350,1708707615.4611773
1680,348,1708707615.4621773
1689,345,1708707615.463178
1706,339,1708707615.4645038
1712,338,1708707615.4665136
1719,336,1708707615.4677167
1736,330,1708707615.4687872
1745,326,1708707615.4700253
1756,322,1708707615.472033
1760,321,1708707615.473402
1766,319,1708707615.4744186
1776,314,1708707615.4757886
1785,311,1708707615.4769554
1791,309,1708707615.4784307
1792,308,1708707615.4794364
1803,304,1708707615.480777
1805,303,1708707615.4818056
1808,301,1708707615.4828784
1813,299,1708707615.48407
1816,298,1708707615.485541
1823,294,1708707615.4868567
1826,293,1708707615.4880993
1828,291,1708707615.4891102
1831,290,1708707615.4903278
1832,290,1708707615.491339
1835,288,1708707615.4923391
1837,286,1708707615.4933357
1838,286,1708707615.4953482
1840,284,1708707615.4968338
1842,283,1708707615.497886
1842,283,1708707615.497886
1844,282,1708707615.5004303
1844,281,1708707615.5024362
1845,280,1708707615.5034635
1845,280,1708707615.5047047
1845,280,1708707615.5208354
1845,280,1708707615.5258782
1845,280,1708707615.5283911
1844,280,1708707615.531391
1843,280,1708707615.5333989
1843,280,1708707615.5354016
1842,280,1708707615.5373993
1842,280,1708707615.5394008
1842,280,1708707615.5403986
1841,280,1708707615.5414
1841,280,1708707615.543399
1841,281,1708707615.544399
1840,281,1708707615.545399
1839,281,1708707615.5465257
1839,281,1708707615.548534
1838,282,1708707615.5500395
1838,282,1708707615.553551
1837,283,1708707615.556016
1837,283,1708707615.5570226
1837,283,1708707615.5580225
1836,283,1708707615.5590234
1836,284,1708707615.5610268
1835,284,1708707615.5622032
1835,285,1708707615.564216
1835,285,1708707615.5653288
1834,286,1708707615.5663407
1834,286,1708707615.5673447
1834,286,1708707615.5693402
1834,287,1708707615.5703404
1833,288,1708707615.5713422
1833,288,1708707615.5733404
1832,289,1708707615.5743477
1832,290,1708707615.5753412
1831,291,1708707615.5773437
1831,291,1708707615.5785422
1830,292,1708707615.5785422
1830,292,1708707615.5805485
1829,295,1708707615.5816238
1829,296,1708707615.5826206
1829,296,1708707615.5846906
1828,297,1708707615.5856981
1827,299,1708707615.586698
1827,300,1708707615.587698
1826,300,1708707615.589723
1826,302,1708707615.5907254
1826,303,1708707615.591724
1825,303,1708707615.5931444
1824,304,1708707615.5941498
1824,305,1708707615.5951557
1823,308,1708707615.5961525
1823,308,1708707615.5981688
1823,309,1708707615.5991755
1822,311,1708707615.600592
1821,312,1708707615.6016047
1820,314,1708707615.6026049
1820,315,1708707615.6046388
1819,318,1708707615.6058195
1818,319,1708707615.6071029
1817,320,1708707615.6084177
1817,321,1708707615.6094239
1817,322,1708707615.6106515
1815,325,1708707615.6116605
1815,326,1708707615.612658
1813,328,1708707615.6136587
1812,330,1708707615.6156611
1812,331,1708707615.6167011
1810,334,1708707615.6167011
1810,335,1708707615.6191404
1809,336,1708707615.619647
1809,337,1708707615.6206534
1808,338,1708707615.6224437
1807,341,1708707615.6238887
1806,342,1708707615.624897
1806,344,1708707615.6258962
1804,346,1708707615.6279235
