1317,498,1708707740.3421302
1317,498,1708707740.342727
1318,498,1708707740.3448465
1318,498,1708707740.346964
1320,498,1708707740.3482761
1320,498,1708707740.3495324
1322,498,1708707740.3495324
1323,498,1708707740.3516314
1324,498,1708707740.352856
1326,498,1708707740.3538697
1327,497,1708707740.355069
1329,497,1708707740.3563297
1333,497,1708707740.3568351
1334,497,1708707740.3589323
1336,496,1708707740.3599348
1338,495,1708707740.3599348
1343,495,1708707740.3626528
1346,495,1708707740.363158
1353,494,1708707740.3643625
1357,493,1708707740.366423
1360,492,1708707740.366423
1364,492,1708707740.367686
1375,490,1708707740.3698118
1379,489,1708707740.3698118
1381,489,1708707740.3711922
1446,479,1708707740.3825257
1464,477,1708707740.383957
1470,475,1708707740.3844619
1489,473,1708707740.3857992
1499,471,1708707740.388192
1511,469,1708707740.3892705
1515,468,1708707740.3903477
1527,466,1708707740.3915443
1545,463,1708707740.3915443
1548,462,1708707740.3928363
1569,458,1708707740.3953445
1579,456,1708707740.3964574
1587,455,1708707740.3974779
1595,453,1708707740.3985143
1612,449,1708707740.3985143
1620,447,1708707740.39979
1628,445,1708707740.4011774
1637,444,1708707740.4021857
1649,442,1708707740.403415
1653,441,1708707740.404439
1665,438,1708707740.4059346
1671,437,1708707740.4069397
1683,435,1708707740.4079404
1689,433,1708707740.4089413
1701,430,1708707740.409945
1711,428,1708707740.4119399
1717,427,1708707740.4129436
1728,424,1708707740.4139416
1747,421,1708707740.4149437
1751,420,1708707740.4159856
1762,417,1708707740.4171357
1768,416,1708707740.4181423
1771,415,1708707740.419477
1786,411,1708707740.4205627
1789,411,1708707740.422013
1806,408,1708707740.4230237
1811,406,1708707740.424022
1817,405,1708707740.4264317
1820,404,1708707740.4276116
1837,400,1708707740.4286814
1842,399,1708707740.4286814
1853,397,1708707740.4308748
1859,395,1708707740.4308748
1866,394,1708707740.4331374
1868,393,1708707740.4341567
1876,391,1708707740.435528
1881,390,1708707740.4368315
1882,390,1708707740.4381187
1895,387,1708707740.4393015
1881,390,Button.left,pressed,1708707740.4403071
1907,385,1708707740.4423075
1910,384,1708707740.4436135
1916,383,1708707740.44492
1919,383,1708707740.446112
1926,381,1708707740.4474862
1928,380,1708707740.448917
1931,380,1708707740.4503102
1934,380,1708707740.4508142
1935,379,1708707740.4518223
1937,379,1708707740.4538422
1938,378,1708707740.4551969
1939,378,1708707740.456612
1940,378,1708707740.456612
1941,378,1708707740.458114
1942,378,1708707740.4605222
1942,378,1708707740.4626207
1942,377,1708707740.465701
1942,377,1708707740.47972
1942,377,1708707740.4857953
1941,377,1708707740.4893076
1941,377,1708707740.4923072
1941,377,1708707740.4933088
1940,377,1708707740.494307
1940,377,1708707740.4973066
1939,377,1708707740.4983091
1939,377,1708707740.5003076
1938,377,1708707740.5013077
1937,377,1708707740.5033076
1937,378,1708707740.5043075
1936,378,1708707740.5053082
1936,378,1708707740.5073078
1935,378,1708707740.5083072
1935,378,1708707740.5093079
1934,378,1708707740.5103078
1933,379,1708707740.5103078
1933,379,1708707740.5122352
1932,379,1708707740.5132415
1931,380,1708707740.514934
1930,381,1708707740.5169432
1928,381,1708707740.5191886
1928,382,1708707740.521198
1927,382,1708707740.5221958
1927,383,1708707740.523195
1926,383,1708707740.5241983
1924,384,1708707740.5251958
1924,385,1708707740.5268068
1923,385,1708707740.5278175
1922,386,1708707740.529817
1921,387,1708707740.5308163
1920,387,1708707740.531818
1919,388,1708707740.532816
1918,388,1708707740.5340333
1917,389,1708707740.5350413
1916,390,1708707740.5360484
1915,390,1708707740.537046
1914,391,1708707740.5380468
1913,392,1708707740.5400484
1912,392,1708707740.5410473
1911,393,1708707740.5420468
1909,394,1708707740.5430462
1908,395,1708707740.5450456
1908,395,1708707740.546047
1905,397,1708707740.5480466
1904,397,1708707740.5490494
1901,399,1708707740.551049
1900,400,1708707740.5515609
1898,400,1708707740.5525687
1897,401,1708707740.5540617
1894,403,1708707740.555067
1892,404,1708707740.5571082
1890,404,1708707740.5581129
1889,405,1708707740.559111
1888,406,1708707740.5601096
1886,407,1708707740.5611112
1885,407,1708707740.5621133
1884,408,1708707740.5631094
1882,409,1708707740.564112
1880,410,1708707740.5651097
1878,411,1708707740.5661087
1877,411,1708707740.5671089
1875,412,1708707740.569113
1873,413,1708707740.570127
1871,413,1708707740.5711389
1870,414,1708707740.5732453
1869,415,1708707740.5742588
1866,415,1708707740.5763054
1864,417,1708707740.577406
