key,Key.f2,pressed,1708709688.7878969
mouse,2165,657,1708709692.0038748
mouse,2165,658,1708709692.0068936
mouse,2164,658,1708709692.0089939
mouse,2164,658,1708709692.0099993
mouse,2164,659,1708709692.0130002
mouse,2164,660,1708709692.0152588
mouse,2163,660,1708709692.016697
mouse,2163,660,1708709692.0181646
mouse,2163,661,1708709692.021655
mouse,2163,661,1708709692.0227554
mouse,2163,661,1708709692.0237644
mouse,2163,662,1708709692.0267637
mouse,2162,662,1708709692.027762
mouse,2162,662,1708709692.027762
mouse,2162,663,1708709692.0301893
mouse,2162,663,1708709692.0301893
mouse,2162,664,1708709692.031541
mouse,2161,664,1708709692.0331535
mouse,2161,664,1708709692.0350487
mouse,2161,665,1708709692.0363877
mouse,2161,665,1708709692.0373948
mouse,2161,665,1708709692.038396
mouse,2160,665,1708709692.0393932
mouse,2160,666,1708709692.0393932
mouse,2160,666,1708709692.041599
mouse,2159,666,1708709692.041599
mouse,2159,667,1708709692.0431042
mouse,2159,667,1708709692.044418
mouse,2159,668,1708709692.0455654
mouse,2158,668,1708709692.046571
mouse,2158,669,1708709692.0480573
mouse,2157,669,1708709692.0501838
mouse,2157,670,1708709692.0516806
mouse,2156,670,1708709692.0531855
mouse,2155,671,1708709692.055271
mouse,2155,672,1708709692.0562942
mouse,2155,672,1708709692.0577729
mouse,2154,672,1708709692.058784
mouse,2154,673,1708709692.0595887
mouse,2153,673,1708709692.0606058
mouse,2153,673,1708709692.0616033
mouse,2153,674,1708709692.0631073
mouse,2152,674,1708709692.0642126
mouse,2151,675,1708709692.0662098
mouse,2151,675,1708709692.0674102
mouse,2151,676,1708709692.0687244
mouse,2150,676,1708709692.0707471
mouse,2150,677,1708709692.071743
mouse,2149,677,1708709692.0727437
mouse,2148,678,1708709692.0748742
mouse,2147,678,1708709692.0758731
mouse,2147,678,1708709692.0773792
mouse,2147,679,1708709692.0783868
mouse,2146,679,1708709692.0793855
mouse,2145,680,1708709692.081386
mouse,2145,681,1708709692.0828922
mouse,2144,681,1708709692.0839276
mouse,2143,681,1708709692.084924
mouse,2143,682,1708709692.0859237
mouse,2142,682,1708709692.0875874
mouse,2142,683,1708709692.0889926
mouse,2141,683,1708709692.0905766
mouse,2141,684,1708709692.0915885
mouse,2140,684,1708709692.0935836
mouse,2139,684,1708709692.0945983
mouse,2139,685,1708709692.096738
mouse,2139,685,1708709692.0972497
mouse,2138,685,1708709692.0982568
mouse,2138,686,1708709692.0992582
mouse,2137,686,1708709692.1002576
mouse,2137,686,1708709692.1012564
mouse,2137,686,1708709692.103771
mouse,2136,687,1708709692.1047719
mouse,2135,688,1708709692.105771
mouse,2135,688,1708709692.1077702
mouse,2134,688,1708709692.108771
mouse,2134,688,1708709692.108771
mouse,2134,689,1708709692.1108508
mouse,2133,689,1708709692.1113555
mouse,2133,689,1708709692.113176
mouse,2132,690,1708709692.1141999
mouse,2131,690,1708709692.1151984
mouse,2131,690,1708709692.1162012
mouse,2131,690,1708709692.117201
mouse,2130,690,1708709692.1182015
mouse,2130,691,1708709692.1192021
key,'D',released,1708709692.1202009
mouse,2129,692,1708709692.1212022
mouse,2129,692,1708709692.1221993
mouse,2128,692,1708709692.1232011
mouse,2128,692,1708709692.1242635
mouse,2127,692,1708709692.1252615
mouse,2127,693,1708709692.1274996
mouse,2126,693,1708709692.1284964
mouse,2126,693,1708709692.1294954
mouse,2126,693,1708709692.1304953
mouse,2125,693,1708709692.1315026
mouse,2125,694,1708709692.1315026
mouse,2125,694,1708709692.1330078
mouse,2124,694,1708709692.1340146
mouse,2124,694,1708709692.1350138
mouse,2123,694,1708709692.136013
mouse,2123,694,1708709692.1370146
mouse,2123,695,1708709692.1384978
mouse,2122,695,1708709692.1405044
mouse,2122,696,1708709692.141506
mouse,2121,696,1708709692.1527667
mouse,2118,697,1708709692.1542113
mouse,2117,698,1708709692.1552203
mouse,2116,698,1708709692.1572468
mouse,2115,698,1708709692.1584704
mouse,2115,698,1708709692.1594775
mouse,2114,698,1708709692.1604807
mouse,2114,699,1708709692.1629918
mouse,2114,699,1708709692.1640086
mouse,2113,699,1708709692.1650007
mouse,2113,700,1708709692.1660023
mouse,2113,700,1708709692.1670012
mouse,2112,700,1708709692.1679978
mouse,2111,700,1708709692.1709976
mouse,2111,700,1708709692.1730046
mouse,2110,700,1708709692.1764586
mouse,2110,700,1708709692.1774557
mouse,2110,701,1708709692.1784546
mouse,2109,701,1708709692.1814556
mouse,2109,701,1708709692.183968
mouse,2108,701,1708709692.1882353
mouse,2107,701,1708709692.1957266
mouse,2107,702,1708709692.1977322
mouse,2107,702,1708709692.2007322
mouse,2106,702,1708709692.2089307
mouse,2106,702,1708709692.2144544
mouse,2105,702,1708709692.2249951
mouse,2105,702,1708709692.2327511
mouse,2105,703,1708709692.2399807
key,'A',pressed,1708709692.2476144
mouse,2104,703,1708709692.2489076
mouse,2104,703,1708709692.2520509
mouse,2103,703,1708709692.2565978
mouse,2103,704,1708709692.26591
mouse,2103,704,1708709692.2699306
mouse,2103,705,1708709692.274074
mouse,2102,705,1708709692.2784598
mouse,2102,705,1708709692.283917
mouse,2102,706,1708709692.2910058
mouse,2102,706,1708709692.297585
mouse,2101,706,1708709692.3006022
mouse,2101,707,1708709692.3031244
mouse,2101,707,1708709692.3071325
mouse,2101,708,1708709692.312133
mouse,2101,709,1708709692.315417
mouse,2101,709,1708709692.3194816
mouse,2100,709,1708709692.3204966
mouse,2100,710,1708709692.321493
mouse,2100,710,1708709692.3254216
mouse,2100,711,1708709692.3274283
mouse,2100,711,1708709692.3314295
mouse,2099,712,1708709692.3329372
mouse,2099,713,1708709692.3349447
mouse,2099,713,1708709692.3376043
mouse,2099,714,1708709692.3396184
mouse,2099,714,1708709692.3418412
mouse,2099,715,1708709692.342841
mouse,2099,715,1708709692.3449507
mouse,2099,716,1708709692.3469756
mouse,2099,717,1708709692.3484864
mouse,2099,717,1708709692.350487
mouse,2099,718,1708709692.351489
mouse,2099,718,1708709692.352996
mouse,2099,719,1708709692.3540092
mouse,2099,719,1708709692.3553777
mouse,2099,720,1708709692.3574793
mouse,2099,721,1708709692.3584838
mouse,2099,721,1708709692.3604808
mouse,2099,722,1708709692.3604808
mouse,2099,722,1708709692.3638456
mouse,2099,723,1708709692.3648434
mouse,2099,723,1708709692.3658426
mouse,2099,724,1708709692.3668432
mouse,2099,725,1708709692.3678458
mouse,2099,726,1708709692.3691788
mouse,2099,726,1708709692.3701897
mouse,2099,727,1708709692.372187
mouse,2099,727,1708709692.3731894
mouse,2099,728,1708709692.3742888
mouse,2099,729,1708709692.3752904
mouse,2099,730,1708709692.3767943
mouse,2099,730,1708709692.3779833
mouse,2099,731,1708709692.3789887
mouse,2099,732,1708709692.38047
mouse,2099,733,1708709692.3816805
mouse,2099,733,1708709692.3828583
mouse,2099,734,1708709692.3840032
mouse,2099,734,1708709692.3850033
mouse,2100,735,1708709692.3860044
mouse,2100,735,1708709692.3870962
mouse,2100,737,1708709692.3881042
mouse,2100,738,1708709692.3892891
mouse,2100,738,1708709692.3903053
mouse,2100,739,1708709692.3913023
mouse,2101,740,1708709692.3932986
mouse,2101,741,1708709692.3938055
mouse,2101,742,1708709692.3952405
mouse,2101,743,1708709692.39738
mouse,2101,744,1708709692.3983846
mouse,2101,745,1708709692.3993843
mouse,2101,745,1708709692.400387
mouse,2102,746,1708709692.401385
mouse,2102,747,1708709692.4028938
mouse,2102,748,1708709692.4049108
mouse,2103,749,1708709692.405926
mouse,2103,751,1708709692.406923
mouse,2103,751,1708709692.4089217
mouse,2103,752,1708709692.410377
mouse,2103,753,1708709692.4114091
mouse,2103,754,1708709692.412916
mouse,2104,755,1708709692.4142623
mouse,2104,756,1708709692.4154198
mouse,2104,756,1708709692.4168775
mouse,2104,758,1708709692.4178874
mouse,2104,759,1708709692.418888
mouse,2105,759,1708709692.4210155
mouse,2105,760,1708709692.4210155
mouse,2105,762,1708709692.4239435
mouse,2105,763,1708709692.4259548
mouse,2105,764,1708709692.426952
mouse,2106,765,1708709692.427951
mouse,2106,766,1708709692.429951
mouse,2107,766,1708709692.4309545
mouse,2107,767,1708709692.4319537
mouse,2107,768,1708709692.4329555
mouse,2107,769,1708709692.434433
mouse,2107,770,1708709692.4354296
mouse,2107,771,1708709692.4379494
mouse,2108,772,1708709692.4399478
mouse,2108,774,1708709692.4414256
mouse,2108,775,1708709692.443226
mouse,2109,776,1708709692.4442375
mouse,2109,776,1708709692.4455185
mouse,2109,777,1708709692.4465237
mouse,2109,778,1708709692.4478037
mouse,2110,778,1708709692.4478037
mouse,2110,779,1708709692.4488096
mouse,2110,779,1708709692.4507341
mouse,2110,780,1708709692.4527533
mouse,2110,781,1708709692.45326
mouse,2111,782,1708709692.4552655
mouse,2111,783,1708709692.4562638
mouse,2111,783,1708709692.4572678
mouse,2111,784,1708709692.458578
mouse,2111,785,1708709692.4608948
mouse,2111,785,1708709692.4619052
mouse,2111,787,1708709692.4629216
mouse,2111,787,1708709692.4639308
mouse,2112,788,1708709692.4659305
mouse,2112,788,1708709692.467217
mouse,2112,789,1708709692.4682224
mouse,2112,789,1708709692.4692254
mouse,2112,789,1708709692.4702272
mouse,2112,790,1708709692.471223
mouse,2112,791,1708709692.473742
mouse,2112,792,1708709692.4747393
mouse,2113,792,1708709692.4757402
mouse,2113,793,1708709692.4777396
mouse,2113,793,1708709692.4787421
mouse,2114,794,1708709692.481174
mouse,2114,795,1708709692.4821782
mouse,2114,795,1708709692.4831746
mouse,2114,796,1708709692.4866195
mouse,2114,796,1708709692.488127
mouse,2114,797,1708709692.4891353
mouse,2114,797,1708709692.4901364
mouse,2114,798,1708709692.4911385
mouse,2115,799,1708709692.4931402
mouse,2115,799,1708709692.4946566
mouse,2115,800,1708709692.4966686
mouse,2115,800,1708709692.498585
mouse,2115,801,1708709692.50106
mouse,2115,801,1708709692.5030723
mouse,2116,801,1708709692.5030723
mouse,2116,802,1708709692.504563
mouse,2116,803,1708709692.5068438
mouse,2116,803,1708709692.5088422
mouse,2116,804,1708709692.5108445
mouse,2116,804,1708709692.5118454
mouse,2116,804,1708709692.513353
mouse,2116,805,1708709692.5156107
mouse,2116,805,1708709692.5176244
mouse,2116,806,1708709692.5210714
mouse,2117,807,1708709692.522084
mouse,2117,807,1708709692.5230784
mouse,2117,808,1708709692.5252364
mouse,2117,808,1708709692.5272386
mouse,2118,808,1708709692.5282357
mouse,2118,809,1708709692.5292363
mouse,2118,809,1708709692.5312364
mouse,2118,810,1708709692.532886
mouse,2118,811,1708709692.5347486
mouse,2118,811,1708709692.5368748
mouse,2118,812,1708709692.5378816
mouse,2118,812,1708709692.5388813
mouse,2118,812,1708709692.539882
mouse,2118,813,1708709692.541884
mouse,2118,813,1708709692.5428848
mouse,2118,814,1708709692.544053
mouse,2118,814,1708709692.546054
mouse,2118,815,1708709692.5470502
mouse,2118,816,1708709692.5497143
mouse,2118,817,1708709692.5507205
mouse,2118,817,1708709692.5532262
mouse,2118,818,1708709692.554235
mouse,2118,818,1708709692.5556784
mouse,2118,819,1708709692.5569878
mouse,2119,820,1708709692.5580213
mouse,2119,820,1708709692.5600257
mouse,2119,821,1708709692.5610251
mouse,2119,821,1708709692.5620232
mouse,2119,822,1708709692.5635357
mouse,2119,822,1708709692.5645425
mouse,2119,823,1708709692.5655408
mouse,2119,824,1708709692.5675426
mouse,2119,824,1708709692.5689204
mouse,2119,825,1708709692.5699313
mouse,2119,826,1708709692.5719306
mouse,2119,827,1708709692.5734355
mouse,2119,827,1708709692.5744448
mouse,2119,828,1708709692.575455
mouse,2119,828,1708709692.5764556
mouse,2119,829,1708709692.5774531
mouse,2119,829,1708709692.579453
mouse,2119,830,1708709692.5804527
mouse,2120,830,1708709692.5814536
mouse,2120,832,1708709692.5829592
mouse,2120,832,1708709692.5839689
mouse,2120,833,1708709692.58597
mouse,2120,833,1708709692.587313
mouse,2120,834,1708709692.587313
mouse,2120,835,1708709692.589323
mouse,2120,836,1708709692.5907876
mouse,2120,837,1708709692.5912924
mouse,2121,837,1708709692.5927436
mouse,2121,838,1708709692.594398
mouse,2121,838,1708709692.5952697
mouse,2121,839,1708709692.5976758
mouse,2122,840,1708709692.5991971
mouse,2122,841,1708709692.6001956
mouse,2122,841,1708709692.6012032
mouse,2122,842,1708709692.602201
mouse,2122,843,1708709692.6043038
mouse,2122,843,1708709692.6053054
mouse,2122,844,1708709692.6073031
mouse,2123,845,1708709692.6083033
mouse,2123,845,1708709692.6093054
mouse,2123,846,1708709692.610669
mouse,2123,847,1708709692.611695
mouse,2123,848,1708709692.6132038
mouse,2123,848,1708709692.6142125
mouse,2123,849,1708709692.6152105
mouse,2123,849,1708709692.6165943
mouse,2124,850,1708709692.6176062
mouse,2124,851,1708709692.6196046
mouse,2124,851,1708709692.6206064
mouse,2124,852,1708709692.6216047
mouse,2124,852,1708709692.6216047
mouse,2124,853,1708709692.6241221
mouse,2125,853,1708709692.625125
mouse,2125,854,1708709692.6261215
mouse,2126,855,1708709692.6271195
mouse,2126,855,1708709692.6281197
mouse,2126,856,1708709692.6301212
mouse,2126,856,1708709692.631121
mouse,2126,857,1708709692.6324253
mouse,2126,857,1708709692.6339393
mouse,2127,858,1708709692.634938
mouse,2127,859,1708709692.6369374
mouse,2127,859,1708709692.637939
mouse,2127,859,1708709692.6399384
mouse,2127,860,1708709692.6399384
mouse,2127,860,1708709692.6428146
mouse,2127,861,1708709692.6438208
mouse,2128,861,1708709692.644824
mouse,2128,862,1708709692.646822
mouse,2128,863,1708709692.6488209
mouse,2128,863,1708709692.650822
mouse,2128,864,1708709692.6528838
mouse,2128,864,1708709692.6548927
mouse,2128,865,1708709692.6568909
mouse,2129,865,1708709692.658895
mouse,2129,866,1708709692.6618907
mouse,2129,867,1708709692.6644053
mouse,2129,867,1708709692.6664438
mouse,2129,868,1708709692.6686323
mouse,2129,868,1708709692.6716318
mouse,2130,868,1708709692.673259
mouse,2130,869,1708709692.6744974
mouse,2130,869,1708709692.6768768
mouse,2130,870,1708709692.6808815
mouse,2130,871,1708709692.6833873
mouse,2130,871,1708709692.6863976
mouse,2130,872,1708709692.690125
mouse,2130,872,1708709692.692144
mouse,2130,873,1708709692.695646
mouse,2130,873,1708709692.6986437
mouse,2130,874,1708709692.7029955
mouse,2130,875,1708709692.7060018
mouse,2130,875,1708709692.7092092
mouse,2130,876,1708709692.7112205
mouse,2130,876,1708709692.7157316
mouse,2130,877,1708709692.7197335
mouse,2130,877,1708709692.7226877
mouse,2130,877,1708709692.7253487
mouse,2130,878,1708709692.726592
mouse,2130,879,1708709692.729607
mouse,2130,879,1708709692.7309546
mouse,2130,880,1708709692.7341032
mouse,2130,880,1708709692.7372081
mouse,2130,881,1708709692.7402134
mouse,2130,881,1708709692.7427216
mouse,2130,882,1708709692.745807
mouse,2130,883,1708709692.748808
key,'A',pressed,1708709692.751908
mouse,2130,883,1708709692.752915
mouse,2131,883,1708709692.7567585
mouse,2131,884,1708709692.7578282
mouse,2131,884,1708709692.7602923
mouse,2131,885,1708709692.7628188
mouse,2131,885,1708709692.7668254
mouse,2131,886,1708709692.7712154
mouse,2131,886,1708709692.774832
mouse,2131,887,1708709692.778838
mouse,2131,888,1708709692.7828386
key,'A',pressed,1708709692.7828386
mouse,2131,888,1708709692.7868447
mouse,2131,889,1708709692.7913597
mouse,2131,889,1708709692.7959833
mouse,2131,890,1708709692.7995758
mouse,2131,890,1708709692.8039594
mouse,2131,891,1708709692.808386
mouse,2131,892,1708709692.8130164
key,'A',pressed,1708709692.8138967
mouse,2131,892,1708709692.815983
mouse,2131,893,1708709692.8199914
mouse,2131,893,1708709692.8241515
mouse,2131,894,1708709692.827154
mouse,2131,894,1708709692.832562
mouse,2131,895,1708709692.8350835
mouse,2131,896,1708709692.8400822
mouse,2131,896,1708709692.8442512
mouse,2131,897,1708709692.8487353
mouse,2131,897,1708709692.8497365
mouse,2131,897,1708709692.8530912
mouse,2131,898,1708709692.858099
key,'A',pressed,1708709692.8611014
mouse,2131,898,1708709692.863104
mouse,2131,899,1708709692.8706017
mouse,2131,900,1708709692.8751137
mouse,2131,900,1708709692.8844204
key,'A',pressed,1708709692.8904753
mouse,2131,901,1708709692.8929486
mouse,2131,901,1708709692.9029028
mouse,2131,902,1708709692.9175699
key,'A',pressed,1708709692.9215667
key,'A',released,1708709692.9374146
mouse,2131,902,Button.left,released,1708709692.981816
key,'S',released,1708709692.9998875
key,Key.shift,released,1708709693.0018945
mouse,2131,902,1708709693.041064
mouse,2131,902,1708709693.0608883
mouse,2131,903,1708709693.0628855
mouse,2131,904,1708709693.0699124
mouse,2131,904,1708709693.0770068
mouse,2131,904,1708709693.078498
mouse,2131,905,1708709693.0815098
mouse,2131,905,1708709693.086022
mouse,2131,906,1708709693.0895083
mouse,2131,906,1708709693.0915146
mouse,2131,907,1708709693.0929577
mouse,2131,908,1708709693.0952897
mouse,2131,908,1708709693.097297
mouse,2131,909,1708709693.0992947
mouse,2131,909,1708709693.1002958
mouse,2131,910,1708709693.101295
mouse,2131,910,1708709693.1038127
mouse,2131,911,1708709693.1068091
mouse,2131,912,1708709693.1078098
mouse,2131,912,1708709693.1108096
mouse,2131,913,1708709693.1133153
mouse,2131,913,1708709693.116705
mouse,2130,913,1708709693.1187084
mouse,2130,914,1708709693.1197088
mouse,2130,914,1708709693.1233892
mouse,2130,915,1708709693.1264033
mouse,2130,916,1708709693.1303964
mouse,2130,916,1708709693.131397
mouse,2129,917,1708709693.1349142
mouse,2129,917,1708709693.1369147
mouse,2129,918,1708709693.1402042
mouse,2129,918,1708709693.142205
mouse,2129,919,1708709693.14371
mouse,2129,919,1708709693.1457162
mouse,2129,920,1708709693.147715
mouse,2129,921,1708709693.1497157
mouse,2129,921,1708709693.1517184
mouse,2128,921,1708709693.1542392
mouse,2128,922,1708709693.155257
mouse,2128,922,1708709693.1562583
mouse,2128,923,1708709693.1582558
mouse,2128,923,1708709693.1602547
mouse,2128,923,1708709693.1612546
mouse,2128,924,1708709693.1612546
mouse,2128,925,1708709693.1637669
mouse,2128,925,1708709693.1652737
mouse,2128,926,1708709693.1698563
mouse,2128,926,1708709693.1728675
mouse,2128,927,1708709693.1755962
mouse,2127,927,1708709693.1795926
mouse,2127,928,1708709693.1831038
mouse,2127,929,1708709693.1901112
mouse,2127,929,1708709693.1986997
