key,Key.f2,pressed,1708709688.7878969
mouse,1917,667,1708709690.886176
mouse,1928,665,1708709690.887171
mouse,1940,664,1708709690.8886802
mouse,1944,663,1708709690.8896904
mouse,1962,661,1708709690.8906872
mouse,1974,659,1708709690.8918922
mouse,1978,659,1708709690.8930368
mouse,1990,656,1708709690.8940434
mouse,1994,656,1708709690.896051
mouse,2008,653,1708709690.8970807
mouse,2022,650,1708709690.8980906
mouse,2025,650,1708709690.8980906
mouse,2036,648,1708709690.8993757
mouse,2041,648,1708709690.9013858
mouse,2054,644,1708709690.9028893
mouse,2058,643,1708709690.9039
mouse,2068,641,1708709690.9048975
mouse,2076,639,1708709690.9068956
mouse,2080,639,1708709690.9081523
mouse,2089,636,1708709690.9091625
mouse,2080,639,Button.left,pressed,1708709690.9104455
mouse,2096,634,1708709690.9119098
mouse,2105,631,1708709690.9129148
mouse,2107,630,1708709690.9149213
mouse,2110,629,1708709690.915928
mouse,2114,627,1708709690.9169269
mouse,2116,626,1708709690.91793
mouse,2117,626,1708709690.9189274
mouse,2118,625,1708709690.9199328
mouse,2120,624,1708709690.9212182
mouse,2120,624,1708709690.9227405
mouse,2121,623,1708709690.9237888
mouse,2122,622,1708709690.9247785
mouse,2123,621,1708709690.9269156
mouse,2123,621,1708709690.9279149
mouse,2123,620,1708709690.9309182
mouse,2123,620,1708709690.93342
mouse,2123,619,1708709690.9374259
mouse,2123,619,1708709690.9384463
mouse,2123,618,1708709690.941444
mouse,2123,618,1708709690.941444
mouse,2123,617,1708709690.9429526
mouse,2123,617,1708709690.9443889
mouse,2122,616,1708709690.9464
mouse,2122,616,1708709690.9477458
mouse,2122,616,1708709690.9497538
mouse,2122,615,1708709690.9509282
mouse,2121,615,1708709690.9519396
mouse,2121,615,1708709690.956462
mouse,2121,614,1708709690.9574642
mouse,2120,614,1708709690.9584668
mouse,2120,613,1708709690.9639692
mouse,2120,613,1708709691.2945566
mouse,2120,613,1708709691.2975564
mouse,2120,614,1708709691.3285558
mouse,2120,614,1708709691.3412359
mouse,2120,614,1708709691.3427398
mouse,2121,614,1708709691.3485558
mouse,2121,615,1708709691.3495536
mouse,2121,615,1708709691.354071
mouse,2121,615,1708709691.3550725
mouse,2122,616,1708709691.3587167
mouse,2123,616,1708709691.3632233
mouse,2123,616,1708709691.3662286
mouse,2123,617,1708709691.3675601
mouse,2124,618,1708709691.3695686
mouse,2124,618,1708709691.3731525
mouse,2125,619,1708709691.3760755
mouse,2125,619,1708709691.3805609
mouse,2126,620,1708709691.3830714
mouse,2127,620,1708709691.38709
key,'s',pressed,1708709691.3909352
mouse,2127,621,1708709691.3909352
mouse,2128,622,1708709691.3974702
mouse,2128,622,1708709691.4054482
mouse,2128,622,1708709691.40645
key,'d',pressed,1708709691.590297
mouse,2129,622,1708709691.6689193
mouse,2129,623,1708709691.6729507
mouse,2129,623,1708709691.6744614
mouse,2130,623,1708709691.6787076
mouse,2130,623,1708709691.680709
mouse,2131,623,1708709691.681709
mouse,2131,623,1708709691.6841655
mouse,2131,624,1708709691.6841655
mouse,2132,624,1708709691.6864977
mouse,2132,624,1708709691.6887908
mouse,2132,624,1708709691.6902971
mouse,2133,624,1708709691.6920357
mouse,2133,624,1708709691.694027
mouse,2133,625,1708709691.695506
mouse,2134,625,1708709691.696512
mouse,2134,625,1708709691.698559
mouse,2134,625,1708709691.699575
mouse,2135,625,1708709691.7019632
mouse,2135,626,1708709691.7034655
mouse,2136,626,1708709691.7044728
mouse,2136,626,1708709691.7074714
mouse,2137,627,1708709691.7095032
mouse,2137,627,1708709691.711503
mouse,2138,627,1708709691.7140274
mouse,2138,627,1708709691.716028
mouse,2139,628,1708709691.7185645
mouse,2140,628,1708709691.7211034
mouse,2140,628,1708709691.7236183
mouse,2140,628,1708709691.7236183
mouse,2141,628,1708709691.7249897
mouse,2141,629,1708709691.7286983
mouse,2142,629,1708709691.729741
mouse,2142,629,1708709691.7312164
mouse,2142,629,1708709691.7327237
mouse,2143,629,1708709691.7340572
mouse,2144,630,1708709691.7362723
mouse,2144,630,1708709691.7392726
mouse,2145,631,1708709691.7412739
mouse,2145,631,1708709691.7447896
mouse,2145,631,1708709691.7457902
mouse,2146,631,1708709691.746794
mouse,2146,632,1708709691.7507913
mouse,2147,632,1708709691.7532966
mouse,2147,632,1708709691.7554228
mouse,2148,632,1708709691.7564213
mouse,2148,632,1708709691.7574213
mouse,2148,633,1708709691.7594175
mouse,2149,633,1708709691.760499
mouse,2149,633,1708709691.7615628
mouse,2150,634,1708709691.7650893
mouse,2150,634,1708709691.7670882
mouse,2150,635,1708709691.7680883
mouse,2151,635,1708709691.7700903
mouse,2152,635,1708709691.7722912
mouse,2152,636,1708709691.7727964
mouse,2152,636,1708709691.7748034
mouse,2153,636,1708709691.7748034
mouse,2153,636,1708709691.7768052
mouse,2153,636,1708709691.7768052
mouse,2153,637,1708709691.7781816
mouse,2154,637,1708709691.7791917
mouse,2154,637,1708709691.7811897
mouse,2154,637,1708709691.7811897
mouse,2154,638,1708709691.7826946
mouse,2155,638,1708709691.7850428
mouse,2156,639,1708709691.786328
mouse,2156,639,1708709691.788334
mouse,2157,640,1708709691.791488
mouse,2157,640,1708709691.7929966
mouse,2157,640,1708709691.7940068
mouse,2158,640,1708709691.7950041
mouse,2158,641,1708709691.7970037
mouse,2158,641,1708709691.7980063
mouse,2159,641,1708709691.8000364
mouse,2160,642,1708709691.803036
mouse,2160,643,1708709691.8045485
mouse,2161,643,1708709691.8078198
mouse,2161,643,1708709691.8088286
mouse,2161,643,1708709691.8108268
mouse,2161,644,1708709691.8118265
mouse,2162,644,1708709691.8138657
mouse,2162,644,1708709691.8153195
mouse,2162,644,1708709691.817506
mouse,2162,645,1708709691.818505
mouse,2163,645,1708709691.820534
mouse,2163,645,1708709691.8230298
mouse,2164,645,1708709691.8240373
mouse,2164,646,1708709691.8305364
mouse,2164,646,1708709691.8394809
mouse,2164,647,1708709691.9105766
mouse,2164,647,1708709691.9216719
mouse,2164,648,1708709691.9261894
key,Key.shift,pressed,1708709691.9291923
mouse,2164,648,1708709691.9315789
mouse,2165,649,1708709691.938297
mouse,2165,649,1708709691.94405
mouse,2165,650,1708709691.9495888
mouse,2165,651,1708709691.9539614
mouse,2165,651,1708709691.9589634
mouse,2165,652,1708709691.962704
mouse,2165,652,1708709691.9667082
mouse,2165,653,1708709691.971965
mouse,2165,653,1708709691.975773
mouse,2165,654,1708709691.9800458
mouse,2165,654,1708709691.9820528
mouse,2165,655,1708709691.9841156
mouse,2165,655,1708709691.98838
mouse,2165,656,1708709691.9917538
mouse,2165,656,1708709691.9963894
mouse,2165,656,1708709691.9973962
mouse,2165,657,1708709692.0004
