                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 2.6052,                 3.5203,                 2.4523,                0.32773,                0.12812,                0.08414,                0.03142,                 2.3285,                 3.4895,                 2.2129,              0.0010768,              0.0010768,              0.0010768
                     30,                 2.6008,                 3.4061,                 2.3548,                0.58102,                0.10312,                0.08727,                0.03025,                 2.3914,                 3.1891,                 2.1873,              0.0010706,              0.0010706,              0.0010706
                     31,                 2.5678,                 3.4102,                 2.3796,                0.80806,                0.04729,                0.09842,                  0.041,                 2.4407,                 3.2212,                 2.2219,              0.0010644,              0.0010644,              0.0010644
                     32,                 2.5346,                 3.2394,                 2.3047,                0.60342,                0.13437,                0.08955,                0.03615,                  2.415,                 3.2306,                 2.2343,              0.0010582,              0.0010582,              0.0010582
                     33,                 2.5459,                 3.5997,                 2.3354,                0.34257,                  0.125,                0.10377,                0.03994,                 2.3442,                  3.062,                 2.1719,               0.001052,               0.001052,               0.001052
                     34,                 2.6369,                 3.3383,                  2.289,                0.35595,                0.10124,                0.08605,                0.03806,                 2.3893,                 3.1734,                 2.1566,              0.0010458,              0.0010458,              0.0010458
                     35,                  2.534,                  3.178,                 2.2544,                0.40474,                0.16471,                0.10844,                0.04114,                 2.3801,                 3.1619,                 2.1534,              0.0010396,              0.0010396,              0.0010396
                     36,                 2.4948,                  3.153,                 2.1842,                0.40569,                0.14908,                0.08437,                0.03098,                 2.3516,                 3.2202,                 2.1217,              0.0010334,              0.0010334,              0.0010334
                     37,                 2.4038,                 3.0424,                 2.1427,                0.35676,                0.09283,                0.11139,                0.04306,                 2.3388,                 3.0479,                  2.124,              0.0010273,              0.0010273,              0.0010273
                     38,                  2.439,                 2.9294,                 2.1598,                0.36341,                0.10846,                0.10471,                0.03808,                  2.297,                 2.9655,                 2.1022,              0.0010211,              0.0010211,              0.0010211
                     39,                  2.439,                 3.1401,                 2.2458,                0.41115,                0.21471,                0.12865,                0.04808,                  2.322,                  2.926,                 2.0899,              0.0010149,              0.0010149,              0.0010149
                     40,                 2.3525,                 2.9833,                 2.1013,                0.12403,                0.11783,                0.10482,                0.04638,                 2.2878,                 2.9217,                 2.0984,              0.0010087,              0.0010087,              0.0010087
                     41,                 2.4378,                 2.9363,                 2.1904,                0.42577,                0.13346,                 0.1106,                0.05156,                 2.2724,                 2.9581,                 2.0548,              0.0010025,              0.0010025,              0.0010025
                     42,                 2.4032,                 2.8704,                 2.1562,                0.42126,                0.13879,                0.14498,                0.06219,                  2.267,                   2.86,                 2.0439,             0.00099631,             0.00099631,             0.00099631
                     43,                 2.3323,                 2.7752,                 2.1128,                0.49847,                0.14816,                 0.1466,                0.06725,                 2.1779,                 2.7483,                 2.0116,             0.00099013,             0.00099013,             0.00099013
                     44,                 2.2866,                  2.726,                 2.0152,                0.41337,                0.12408,                0.14093,                0.06281,                 2.1829,                 2.8885,                  1.993,             0.00098394,             0.00098394,             0.00098394
                     45,                 2.3109,                  2.803,                  2.074,                0.44545,                0.16865,                0.14306,                0.06607,                 2.1493,                  2.817,                 2.0062,             0.00097775,             0.00097775,             0.00097775
                     46,                 2.4365,                 2.9425,                 2.1534,                0.36551,                0.15349,                0.15768,                0.07071,                  2.173,                  2.673,                 1.9781,             0.00097156,             0.00097156,             0.00097156
                     47,                 2.2293,                   2.75,                 2.0914,                0.11916,                0.17316,                0.12337,                0.04904,                 2.2349,                 2.7638,                 2.0091,             0.00096537,             0.00096537,             0.00096537
                     48,                 2.2522,                 2.6526,                 2.0096,                0.15707,                0.13451,                0.13544,                0.06336,                 2.1437,                 2.8713,                 1.9712,             0.00095919,             0.00095919,             0.00095919
                     49,                 2.3039,                 2.6533,                 2.0244,                0.14995,                0.17004,                0.15442,                0.07029,                  2.184,                 2.7205,                 1.9328,               0.000953,               0.000953,               0.000953
                     50,                 2.2797,                 2.6676,                 2.0122,                0.10323,                0.20129,                0.14338,                 0.0617,                 2.2193,                 2.8721,                 1.9681,             0.00094681,             0.00094681,             0.00094681
                     51,                 2.2909,                 2.4756,                 2.0285,                0.41311,                0.13879,                0.14274,                0.06263,                 2.2433,                 2.7818,                 1.9699,             0.00094062,             0.00094062,             0.00094062
                     52,                 2.3099,                 2.5628,                 2.0066,                 0.4436,                0.16287,                 0.1533,                0.07176,                 2.1969,                 2.7567,                  2.001,             0.00093444,             0.00093444,             0.00093444
                     53,                 2.2431,                 2.5543,                 1.9929,                0.46552,                0.15107,                0.12839,                 0.0613,                 2.1616,                 2.8085,                 1.9417,             0.00092825,             0.00092825,             0.00092825
                     54,                 2.2265,                 2.5697,                 1.9503,                0.52875,                0.27004,                0.18161,                0.08197,                 2.1093,                 2.6775,                 1.8732,             0.00092206,             0.00092206,             0.00092206
                     55,                 2.2362,                 2.4926,                 2.0648,                0.53005,                0.19504,                0.18469,                 0.0834,                 2.1198,                  2.634,                 1.9115,             0.00091588,             0.00091588,             0.00091588
                     56,                 2.1264,                 2.3126,                 1.9198,                0.46715,                0.20441,                0.15528,                0.06557,                 2.1904,                 2.7284,                 1.9501,             0.00090969,             0.00090969,             0.00090969
                     57,                 2.2446,                 2.5465,                 1.9342,                0.43909,                0.18879,                0.15262,                0.06402,                 2.1972,                 2.7585,                 1.9547,              0.0009035,              0.0009035,              0.0009035
                     58,                    2.3,                 2.4301,                  2.072,                0.20564,                0.19054,                 0.1729,                0.08576,                 2.1817,                 2.5411,                 1.9372,             0.00089731,             0.00089731,             0.00089731
                     59,                 2.2548,                 2.4691,                 1.9271,                0.39777,                0.18474,                0.18792,                0.08894,                 2.1917,                 2.6159,                 1.9837,             0.00089112,             0.00089112,             0.00089112
                     60,                 2.2351,                  2.447,                 1.9978,                0.41769,                0.17941,                0.18444,                0.08601,                 2.1119,                 2.6254,                 1.9208,             0.00088494,             0.00088494,             0.00088494
                     61,                 2.1886,                 2.4347,                 1.9752,                  0.284,                0.29531,                0.17699,                0.08534,                 2.1238,                 2.6358,                 1.8912,             0.00087875,             0.00087875,             0.00087875
                     62,                 2.1729,                 2.3418,                 1.8742,                0.24667,                0.30404,                 0.1855,                0.08519,                   2.16,                 2.6264,                 1.9075,             0.00087256,             0.00087256,             0.00087256
                     63,                 2.2783,                 2.6204,                 1.9405,                0.22631,                0.25882,                0.20232,                0.09997,                 2.0547,                  2.699,                 1.8747,             0.00086637,             0.00086637,             0.00086637
                     64,                 2.0647,                 2.1187,                 1.8385,                0.17214,                0.25037,                0.15613,                0.07744,                 2.0154,                 2.6044,                 1.8759,             0.00086019,             0.00086019,             0.00086019
                     65,                 2.1801,                 2.4481,                 1.9542,                 0.1589,                0.27188,                0.16927,                0.08469,                  2.016,                 2.5107,                 1.8755,               0.000854,               0.000854,               0.000854
                     66,                  2.125,                 2.1327,                 1.8879,                0.25695,                0.26558,                0.20654,                0.10318,                 2.1027,                 2.4208,                 1.8601,             0.00084781,             0.00084781,             0.00084781
                     67,                 2.1589,                  2.194,                 1.9061,                0.25873,                0.30582,                0.23069,                0.12043,                 2.0427,                 2.3992,                 1.8265,             0.00084162,             0.00084162,             0.00084162
                     68,                  2.137,                 2.1878,                 1.8066,                0.53177,                0.22004,                0.17209,                0.09254,                 2.0834,                  2.791,                 1.9024,             0.00083544,             0.00083544,             0.00083544
                     69,                 2.0411,                 2.1451,                 1.8109,                0.28837,                0.26252,                0.17812,                0.08229,                 2.0922,                 2.5853,                 1.8963,             0.00082925,             0.00082925,             0.00082925
                     70,                 2.0835,                 2.2565,                 1.8563,                0.27584,                0.26341,                 0.1854,                0.09055,                 2.0697,                 2.4606,                  1.832,             0.00082306,             0.00082306,             0.00082306
                     71,                 2.0277,                 2.1208,                 1.7513,                0.32193,                0.27815,                0.20589,                0.09517,                 2.1106,                 2.5164,                 1.8883,             0.00081688,             0.00081688,             0.00081688
                     72,                 2.1289,                 2.0943,                 1.8905,                0.26669,                0.27803,                0.19269,                0.09216,                  2.091,                 2.4531,                  1.882,             0.00081069,             0.00081069,             0.00081069
                     73,                 2.0915,                 2.0636,                  1.897,                0.23869,                0.30762,                0.21746,                 0.0943,                  2.101,                 2.2953,                 1.8844,              0.0008045,              0.0008045,              0.0008045
                     74,                 1.9687,                 2.1546,                 1.7513,                0.37105,                 0.3121,                0.26373,                0.10946,                  2.099,                 2.3311,                 1.8515,             0.00079831,             0.00079831,             0.00079831
                     75,                 2.1426,                 2.1716,                 1.9044,                0.33134,                0.26252,                0.23603,                0.09409,                 2.1432,                 2.4694,                 1.9174,             0.00079213,             0.00079213,             0.00079213
                     76,                 2.0408,                 2.1439,                 1.8167,                0.42794,                0.25778,                0.22937,                0.09393,                 2.1101,                 2.4121,                 1.9143,             0.00078594,             0.00078594,             0.00078594
                     77,                 2.0658,                 2.0774,                 1.8189,                0.32059,                0.20719,                0.21834,                0.09321,                 2.0847,                 2.4922,                 1.9265,             0.00077975,             0.00077975,             0.00077975
                     78,                 2.0087,                 2.0799,                 1.7597,                0.23494,                0.30315,                0.23993,                0.11241,                  2.049,                 2.3682,                 1.8725,             0.00077356,             0.00077356,             0.00077356
                     79,                 1.9275,                 1.9329,                 1.7125,                0.32537,                 0.2827,                0.23361,                0.12019,                 2.0255,                 2.3312,                 1.8275,             0.00076738,             0.00076738,             0.00076738
                     80,                 1.9688,                 1.9299,                 1.7417,                0.32349,                0.27723,                0.21578,                0.10762,                 2.2111,                 2.4331,                 1.9448,             0.00076119,             0.00076119,             0.00076119
                     81,                 2.0153,                 1.9896,                 1.7866,                0.30373,                0.26693,                0.23104,                0.11915,                 2.1146,                 2.3393,                  1.885,               0.000755,               0.000755,               0.000755
                     82,                 1.9686,                 1.9364,                 1.7373,                0.31565,                0.30686,                0.25821,                 0.1292,                 2.0515,                 2.2202,                 1.8525,             0.00074881,             0.00074881,             0.00074881
                     83,                 1.9754,                 1.8442,                 1.7721,                0.57075,                0.28607,                 0.3085,                0.16109,                 2.0287,                 2.1383,                 1.8446,             0.00074263,             0.00074263,             0.00074263
                     84,                 1.9291,                 1.8453,                 1.6991,                0.42939,                0.35756,                0.33017,                0.17375,                 2.0221,                 2.0803,                 1.8167,             0.00073644,             0.00073644,             0.00073644
                     85,                 1.9531,                 1.9613,                 1.8012,                0.27062,                0.30478,                0.26963,                0.13986,                 2.0656,                 2.2064,                 1.8396,             0.00073025,             0.00073025,             0.00073025
                     86,                 1.9171,                 1.9471,                 1.7282,                0.43117,                0.25974,                0.30294,                0.14146,                 2.0259,                  2.311,                 1.8117,             0.00072406,             0.00072406,             0.00072406
                     87,                 2.1376,                 2.1623,                 1.8098,                0.84051,                0.22572,                0.27546,                0.13802,                  1.964,                 2.2385,                 1.7879,             0.00071788,             0.00071788,             0.00071788
                     88,                 1.9033,                 1.8088,                 1.7551,                0.71559,                0.18034,                0.23644,                0.12003,                   2.04,                  2.336,                 1.8141,             0.00071169,             0.00071169,             0.00071169
                     89,                 1.9086,                 1.6945,                 1.6982,                0.19119,                0.33915,                0.22635,                0.11407,                  2.073,                 2.1926,                 1.8011,              0.0007055,              0.0007055,              0.0007055
                     90,                 1.8935,                 1.8016,                 1.7352,                0.41647,                 0.2616,                0.25086,                 0.1179,                 2.1117,                 2.2345,                 1.8708,             0.00069931,             0.00069931,             0.00069931
                     91,                 1.9405,                 1.7606,                 1.7275,                 0.2901,                 0.2616,                0.24947,                0.11873,                 2.1166,                 2.3277,                 1.8886,             0.00069313,             0.00069313,             0.00069313
                     92,                 1.9434,                 1.7396,                  1.713,                0.30049,                0.27804,                0.24465,                0.14095,                 1.9961,                 2.2394,                 1.8255,             0.00068694,             0.00068694,             0.00068694
                     93,                  1.923,                  1.644,                 1.6913,                0.34872,                0.32709,                0.26373,                0.14407,                  2.041,                 2.2482,                 1.8281,             0.00068075,             0.00068075,             0.00068075
                     94,                 1.9324,                 1.7616,                 1.7024,                0.32608,                0.34627,                0.29693,                0.14978,                  2.087,                 2.1778,                 1.9055,             0.00067456,             0.00067456,             0.00067456
                     95,                 1.9171,                 1.7189,                 1.8222,                0.35918,                0.36998,                 0.2826,                 0.1404,                 2.1141,                 2.2047,                 1.8493,             0.00066838,             0.00066838,             0.00066838
                     96,                 1.8675,                 1.6095,                 1.6681,                0.28123,                 0.2915,                0.29638,                0.13507,                  2.159,                 2.3411,                 1.8816,             0.00066219,             0.00066219,             0.00066219
                     97,                  1.893,                 1.7018,                 1.6801,                0.36653,                0.36693,                0.31936,                0.13936,                 2.1234,                 2.2858,                  1.885,               0.000656,               0.000656,               0.000656
                     98,                 1.8349,                 1.7557,                 1.6784,                0.53166,                 0.3764,                0.38002,                0.16797,                 2.0988,                  2.191,                 1.8635,             0.00064981,             0.00064981,             0.00064981
                     99,                 1.8396,                 1.6708,                 1.6814,                0.37578,                0.42518,                0.34122,                0.16663,                 2.0586,                 2.0556,                 1.7773,             0.00064362,             0.00064362,             0.00064362
                    100,                 1.8134,                 1.6738,                 1.6304,                 0.5522,                0.23382,                0.31663,                0.14671,                 2.0848,                 2.0803,                 1.7956,             0.00063744,             0.00063744,             0.00063744
                    101,                 1.9384,                 1.8211,                  1.726,                0.29752,                0.27278,                0.26939,                0.12656,                 2.0572,                 2.2722,                 1.8477,             0.00063125,             0.00063125,             0.00063125
                    102,                 1.8186,                 1.7394,                 1.6632,                0.27023,                0.24339,                0.25603,                0.12503,                 2.0988,                  2.377,                 1.8219,             0.00062506,             0.00062506,             0.00062506
                    103,                 1.8502,                  1.692,                 1.6987,                0.31328,                0.31245,                 0.2757,                0.13143,                 2.0795,                 2.2632,                 1.8307,             0.00061887,             0.00061887,             0.00061887
                    104,                 1.8098,                 1.7412,                 1.6197,                0.34821,                0.31308,                0.27081,                0.14306,                 2.1402,                 2.1951,                 1.8944,             0.00061269,             0.00061269,             0.00061269
                    105,                  1.788,                  1.627,                 1.6278,                0.41611,                0.31409,                0.28119,                0.13678,                 2.1482,                 2.0633,                 1.8914,              0.0006065,              0.0006065,              0.0006065
                    106,                 1.8953,                 1.7342,                 1.6893,                0.68698,                0.30012,                0.34512,                0.15853,                 2.1499,                 2.0805,                 1.9046,             0.00060031,             0.00060031,             0.00060031
                    107,                 1.7234,                 1.5584,                 1.6242,                0.56054,                0.28482,                0.32132,                0.15682,                 2.1798,                 2.1806,                 1.9115,             0.00059413,             0.00059413,             0.00059413
                    108,                 1.7221,                 1.5277,                 1.5743,                0.41433,                0.26441,                0.28667,                0.13131,                  2.116,                 2.2367,                 1.8776,             0.00058794,             0.00058794,             0.00058794
                    109,                  1.715,                 1.5274,                 1.6049,                0.40222,                0.28824,                0.32001,                0.16103,                 2.1344,                 2.1346,                 1.8671,             0.00058175,             0.00058175,             0.00058175
                    110,                 1.7494,                 1.4779,                  1.551,                0.55484,                0.21405,                0.28614,                0.14874,                 2.1315,                 2.1009,                 1.8818,             0.00057556,             0.00057556,             0.00057556
                    111,                 1.8929,                 1.6037,                 1.6781,                0.47784,                0.25339,                0.29134,                0.15342,                 2.1003,                  2.137,                  1.877,             0.00056938,             0.00056938,             0.00056938
                    112,                 1.7873,                 1.6106,                 1.6388,                0.36894,                0.38627,                0.32934,                  0.171,                 2.0281,                 2.0102,                 1.8387,             0.00056319,             0.00056319,             0.00056319
                    113,                 1.6907,                 1.6086,                  1.591,                0.38619,                 0.3458,                0.31646,                 0.1679,                 2.0481,                 2.0412,                 1.8529,               0.000557,               0.000557,               0.000557
                    114,                 1.7528,                 1.5608,                 1.5795,                0.47959,                0.28906,                0.31982,                 0.1672,                 1.9897,                 1.9253,                 1.7902,             0.00055081,             0.00055081,             0.00055081
                    115,                 1.7362,                 1.4557,                  1.597,                0.42916,                0.34471,                 0.3035,                0.15395,                 1.9964,                 1.9459,                 1.7863,             0.00054463,             0.00054463,             0.00054463
                    116,                 1.7907,                 1.6293,                 1.6618,                0.38172,                 0.3937,                0.33056,                0.16079,                 2.0175,                 1.9667,                  1.811,             0.00053844,             0.00053844,             0.00053844
                    117,                 1.7313,                 1.5201,                 1.5843,                0.32361,                0.35077,                0.35914,                0.18003,                 2.0162,                 2.0374,                 1.8369,             0.00053225,             0.00053225,             0.00053225
                    118,                 1.7512,                 1.5001,                 1.5548,                0.31562,                0.29449,                0.29212,                0.14801,                 2.0954,                 2.1953,                 1.8896,             0.00052606,             0.00052606,             0.00052606
                    119,                 1.7564,                   1.56,                  1.553,                0.35574,                 0.3585,                0.30534,                0.14375,                 2.2527,                 2.3961,                 1.9494,             0.00051988,             0.00051988,             0.00051988
                    120,                 1.7326,                 1.4804,                 1.5762,                0.48199,                0.37157,                0.35928,                0.16785,                 2.2084,                 2.2646,                 1.9517,             0.00051369,             0.00051369,             0.00051369
                    121,                 1.7145,                 1.5623,                 1.6365,                0.48125,                0.36471,                0.39754,                0.16896,                 2.2124,                 2.0932,                 1.8954,              0.0005075,              0.0005075,              0.0005075
                    122,                 1.7507,                 1.5347,                 1.5829,                0.53964,                0.32817,                0.34507,                0.14236,                 2.1464,                 2.1859,                 1.9149,             0.00050131,             0.00050131,             0.00050131
                    123,                 1.7117,                 1.4434,                 1.5669,                0.44638,                0.35004,                 0.3634,                0.16304,                 2.2167,                 2.1802,                 1.9184,             0.00049513,             0.00049513,             0.00049513
                    124,                 1.7316,                 1.4224,                 1.6034,                 0.5905,                0.40004,                0.34899,                0.17225,                 2.2203,                 2.1948,                 1.9411,             0.00048894,             0.00048894,             0.00048894
                    125,                 1.6835,                 1.4805,                 1.5575,                0.53958,                0.35173,                0.34519,                0.16724,                 2.2012,                 2.0926,                 1.9261,             0.00048275,             0.00048275,             0.00048275
                    126,                 1.6392,                  1.373,                 1.5178,                0.48641,                0.37131,                0.33483,                0.16829,                 2.1979,                 2.2241,                 1.9557,             0.00047656,             0.00047656,             0.00047656
                    127,                 1.6947,                 1.3604,                 1.4876,                0.45645,                0.33164,                0.35552,                0.17498,                 2.1614,                  2.198,                 1.8937,             0.00047038,             0.00047038,             0.00047038
                    128,                 1.6178,                 1.3561,                 1.5101,                 0.5306,                0.40259,                0.38246,                0.18761,                 2.1444,                 1.9987,                 1.8624,             0.00046419,             0.00046419,             0.00046419
                    129,                 1.7064,                 1.5019,                 1.4651,                0.48444,                0.40004,                0.38442,                0.19317,                 2.0987,                 2.0238,                 1.8543,               0.000458,               0.000458,               0.000458
                    130,                 1.6842,                 1.4487,                 1.5849,                0.43341,                0.37953,                0.33414,                0.18331,                 2.0722,                 2.0333,                 1.8269,             0.00045181,             0.00045181,             0.00045181
                    131,                 1.6474,                 1.3627,                 1.5171,                0.45788,                0.40192,                0.31851,                0.16588,                 2.0459,                  2.078,                 1.8254,             0.00044563,             0.00044563,             0.00044563
                    132,                 1.5664,                 1.2408,                 1.4548,                0.55179,                0.39786,                0.38014,                0.16833,                 2.1335,                 2.1296,                 1.9024,             0.00043944,             0.00043944,             0.00043944
                    133,                  1.612,                 1.2884,                 1.4895,                0.50739,                0.44252,                0.39221,                0.18218,                  2.146,                 2.0601,                  1.904,             0.00043325,             0.00043325,             0.00043325
                    134,                 1.6439,                 1.3685,                 1.4497,                0.60659,                0.30556,                0.34859,                0.17745,                 2.0857,                 2.0387,                 1.8639,             0.00042706,             0.00042706,             0.00042706
                    135,                 1.5144,                 1.2385,                 1.4041,                0.58591,                0.35821,                0.37841,                0.19551,                 2.0627,                 2.0165,                 1.8498,             0.00042087,             0.00042087,             0.00042087
                    136,                 1.6437,                 1.4332,                 1.5571,                 0.5549,                0.34379,                0.36048,                0.18338,                 2.0293,                 2.0727,                 1.8302,             0.00041469,             0.00041469,             0.00041469
                    137,                 1.6552,                 1.3567,                 1.5962,                0.52443,                0.35193,                0.38316,                0.19092,                 2.1129,                 2.1639,                 1.8547,              0.0004085,              0.0004085,              0.0004085
                    138,                 1.5751,                 1.2496,                 1.4242,                0.53106,                0.37504,                 0.3635,                0.16656,                 2.1286,                 2.1244,                 1.8845,             0.00040231,             0.00040231,             0.00040231
                    139,                 1.5495,                 1.3065,                 1.4672,                0.53109,                0.36879,                0.34794,                0.16027,                  2.104,                 2.0928,                 1.8923,             0.00039613,             0.00039613,             0.00039613
                    140,                 1.5758,                 1.3007,                  1.439,                 0.4861,                0.40686,                0.35326,                0.17281,                 2.0549,                 2.0299,                  1.855,             0.00038994,             0.00038994,             0.00038994
                    141,                 1.5445,                 1.2429,                 1.4467,                0.48878,                0.36971,                0.35268,                0.17257,                  2.081,                 2.0462,                 1.8552,             0.00038375,             0.00038375,             0.00038375
                    142,                 1.4586,                 1.2381,                 1.3782,                0.68384,                0.31714,                0.38055,                0.16762,                 2.1091,                 1.9949,                 1.8393,             0.00037756,             0.00037756,             0.00037756
                    143,                  1.516,                 1.2378,                 1.4831,                0.69298,                0.28834,                0.36074,                0.16737,                 2.0375,                      2,                 1.8276,             0.00037138,             0.00037138,             0.00037138
                    144,                 1.5901,                 1.3438,                  1.489,                0.59562,                0.28917,                0.32296,                0.16923,                  2.105,                 2.2295,                 1.8789,             0.00036519,             0.00036519,             0.00036519
                    145,                 1.5184,                 1.2196,                 1.3856,                0.62134,                  0.324,                 0.3612,                 0.1681,                 2.1517,                 2.2432,                 1.9316,               0.000359,               0.000359,               0.000359
                    146,                 1.5204,                 1.2564,                  1.375,                0.53483,                0.43627,                0.37368,                0.17371,                 2.1208,                 2.1713,                 1.8827,             0.00035281,             0.00035281,             0.00035281
                    147,                 1.5585,                 1.3128,                 1.4931,                0.57312,                0.42428,                0.37494,                0.17306,                 2.0593,                 2.1197,                 1.8088,             0.00034663,             0.00034663,             0.00034663
                    148,                 1.5222,                 1.2518,                 1.4313,                0.54561,                0.33094,                0.36104,                0.17977,                 2.0839,                 2.2225,                 1.8262,             0.00034044,             0.00034044,             0.00034044
                    149,                  1.432,                 1.1764,                  1.382,                0.54224,                0.34413,                0.34783,                0.16583,                 2.1282,                 2.2573,                 1.8558,             0.00033425,             0.00033425,             0.00033425
                    150,                 1.5321,                 1.2112,                 1.3792,                0.55483,                0.31261,                0.33715,                0.16312,                 2.1802,                 2.2752,                 1.8492,             0.00032806,             0.00032806,             0.00032806
                    151,                 1.4859,                 1.2561,                 1.3981,                0.48588,                0.27006,                0.32106,                 0.1609,                 2.2053,                 2.2258,                 1.8906,             0.00032188,             0.00032188,             0.00032188
                    152,                 1.5631,                 1.2748,                 1.4057,                0.61898,                0.35317,                0.37581,                0.17771,                 2.1705,                 2.0842,                  1.925,             0.00031569,             0.00031569,             0.00031569
