                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.4985,                 1.1808,                 1.3811,                0.67236,                0.36965,                 0.4085,                0.19344,                 2.1963,                 2.1671,                 1.9305,              0.0003095,              0.0003095,              0.0003095
                    154,                 1.4449,                 1.1558,                  1.391,                0.58339,                0.29613,                0.34993,                0.17074,                 2.2016,                 2.1775,                 1.9263,             0.00030331,             0.00030331,             0.00030331
                    155,                 1.4144,                 1.1758,                 1.3797,                0.60414,                0.29408,                0.35426,                0.16537,                 2.1886,                 2.2132,                 1.9382,             0.00029713,             0.00029713,             0.00029713
                    156,                 1.4835,                 1.2653,                 1.4316,                0.60442,                0.28869,                0.35059,                0.17498,                 2.1714,                 2.1594,                  1.916,             0.00029094,             0.00029094,             0.00029094
                    157,                 1.4912,                 1.1623,                 1.4489,                0.79197,                0.27701,                0.37891,                0.19227,                 2.0842,                 2.0475,                 1.8392,             0.00028475,             0.00028475,             0.00028475
                    158,                 1.5154,                 1.2135,                 1.4359,                0.70879,                0.27064,                0.37817,                0.19716,                  2.147,                 2.1217,                 1.8916,             0.00027856,             0.00027856,             0.00027856
                    159,                 1.4878,                 1.1373,                 1.3731,                0.61786,                0.32852,                0.39194,                0.19438,                 2.1433,                 2.1575,                 1.8956,             0.00027237,             0.00027237,             0.00027237
                    160,                 1.4348,                 1.1713,                 1.4456,                0.50564,                0.39738,                0.39971,                0.18925,                 2.1532,                 2.1198,                 1.8841,             0.00026619,             0.00026619,             0.00026619
                    161,                 1.5436,                 1.2758,                 1.4616,                0.59076,                0.35316,                0.39535,                0.19348,                  2.112,                 2.0922,                 1.8386,                0.00026,                0.00026,                0.00026
                    162,                 1.4224,                 1.0996,                 1.4193,                0.62186,                0.34379,                0.40215,                0.21001,                 2.0938,                 2.1661,                 1.8672,             0.00025381,             0.00025381,             0.00025381
                    163,                 1.5294,                 1.2056,                 1.4161,                0.75412,                0.33554,                0.39577,                0.19307,                 2.1187,                  2.147,                 1.9236,             0.00024762,             0.00024762,             0.00024762
                    164,                 1.4695,                 1.1104,                 1.4089,                0.56814,                0.40016,                0.40107,                0.18286,                 2.1505,                 2.0571,                  1.912,             0.00024144,             0.00024144,             0.00024144
                    165,                 1.4996,                 1.2154,                 1.3852,                0.56991,                0.40711,                0.39493,                0.19098,                 2.1311,                 2.1154,                 1.9304,             0.00023525,             0.00023525,             0.00023525
                    166,                 1.5208,                 1.3229,                 1.4134,                0.49452,                 0.3585,                0.36234,                0.17481,                 2.1462,                 2.1433,                 1.9039,             0.00022906,             0.00022906,             0.00022906
                    167,                 1.4808,                 1.1419,                 1.4159,                0.63527,                0.31787,                 0.3687,                0.17661,                 2.1909,                  2.183,                 1.8954,             0.00022288,             0.00022288,             0.00022288
                    168,                 1.4029,                 1.1078,                 1.3598,                0.63924,                0.32257,                0.38174,                0.19859,                 2.1258,                 2.2018,                 1.8595,             0.00021669,             0.00021669,             0.00021669
                    169,                 1.4828,                 1.2022,                 1.4467,                0.66224,                0.31109,                0.40047,                0.20663,                 2.0997,                  2.175,                 1.8832,              0.0002105,              0.0002105,              0.0002105
                    170,                 1.3768,                 1.0576,                 1.2894,                0.65299,                0.35692,                0.41193,                 0.2134,                 2.0521,                 2.0848,                 1.8687,             0.00020431,             0.00020431,             0.00020431
                    171,                 1.3988,                 1.1237,                 1.3431,                0.66906,                0.34669,                0.40551,                0.21222,                 2.0886,                 2.0331,                 1.9068,             0.00019813,             0.00019813,             0.00019813
                    172,                 1.4629,                 1.0915,                 1.3466,                0.75024,                 0.3113,                0.39835,                0.19846,                 2.1182,                 2.0619,                 1.9142,             0.00019194,             0.00019194,             0.00019194
                    173,                 1.3845,                  1.071,                 1.3316,                0.71389,                0.31923,                 0.4065,                0.20122,                 2.1223,                 2.0619,                 1.9286,             0.00018575,             0.00018575,             0.00018575
                    174,                  1.405,                 1.1355,                 1.3458,                0.66495,                0.36425,                0.41216,                0.21383,                 2.0976,                 1.9846,                 1.8646,             0.00017956,             0.00017956,             0.00017956
                    175,                 1.3927,                 1.1105,                 1.3486,                0.66139,                0.35049,                0.41937,                0.22355,                 2.0954,                 2.0277,                  1.898,             0.00017338,             0.00017338,             0.00017338
                    176,                 1.4123,                 1.0914,                 1.3646,                0.67707,                0.30307,                0.39779,                0.20028,                 2.0837,                 2.0044,                  1.839,             0.00016719,             0.00016719,             0.00016719
                    177,                  1.365,                 1.0921,                   1.32,                0.65943,                 0.3061,                0.40205,                0.21045,                 2.0697,                 1.9944,                 1.8176,               0.000161,               0.000161,               0.000161
                    178,                 1.4509,                 1.1293,                 1.3753,                  0.705,                0.30249,                 0.3857,                0.19919,                 2.0675,                 1.9487,                 1.8122,             0.00015481,             0.00015481,             0.00015481
                    179,                 1.3545,                 1.0971,                 1.3395,                 0.6062,                0.34379,                0.37491,                0.18907,                 2.0955,                 2.0684,                 1.8445,             0.00014862,             0.00014862,             0.00014862
                    180,                 1.4056,                 1.1745,                 1.3819,                0.71692,                0.34379,                0.37742,                0.19405,                 2.1366,                  2.125,                 1.8607,             0.00014244,             0.00014244,             0.00014244
                    181,                 1.4553,                 1.1597,                 1.3699,                0.64684,                0.34133,                0.39249,                0.19229,                 2.1702,                 2.1147,                 1.8538,             0.00013625,             0.00013625,             0.00013625
                    182,                 1.4389,                 1.1304,                 1.3525,                0.71249,                0.31879,                0.39493,                0.19158,                  2.123,                 2.0091,                 1.8412,             0.00013006,             0.00013006,             0.00013006
                    183,                 1.3675,                 1.0425,                 1.3397,                0.74486,                0.31879,                0.40289,                0.19595,                  2.106,                 2.0016,                 1.8538,             0.00012387,             0.00012387,             0.00012387
                    184,                 1.3682,                 1.1031,                 1.3275,                0.73097,                0.32214,                0.40653,                0.19768,                 2.0785,                 1.9469,                 1.8778,             0.00011769,             0.00011769,             0.00011769
                    185,                 1.3671,                 1.1288,                  1.387,                0.77039,                0.34083,                 0.4179,                0.21236,                 2.0685,                 1.9496,                 1.8684,              0.0001115,              0.0001115,              0.0001115
                    186,                 1.3748,                 1.0354,                 1.3613,                0.51682,                0.40156,                0.43287,                0.22322,                 2.0522,                 1.9372,                 1.8436,             0.00010531,             0.00010531,             0.00010531
                    187,                 1.4313,                 1.1455,                 1.4241,                0.72724,                0.31937,                0.42818,                0.22845,                 2.0637,                 1.9097,                 1.8291,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    188,                 1.3597,                 1.0311,                 1.3304,                0.61627,                0.34379,                 0.4228,                0.22471,                 2.0986,                 1.9466,                 1.8438,             9.2937e-05,             9.2937e-05,             9.2937e-05
                    189,                 1.3635,                  1.057,                 1.3349,                0.65165,                0.34379,                0.43169,                0.23004,                 2.0696,                 1.9454,                 1.8296,              8.675e-05,              8.675e-05,              8.675e-05
                    190,                 1.4109,                 1.0539,                 1.3314,                0.71286,                0.36218,                0.43731,                0.22164,                 2.0561,                  1.958,                 1.8483,             8.0563e-05,             8.0563e-05,             8.0563e-05
