                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.1949,                0.66228,                 1.0568,                0.85107,                 0.7424,                0.82882,                0.50826,                 1.1512,                0.54693,                 1.0683,              0.0063122,              0.0063122,              0.0063122
                    151,                 1.1932,                0.65794,                 1.0529,                 0.8591,                0.73637,                0.82878,                0.50833,                 1.1524,                0.54764,                 1.0672,              0.0062875,              0.0062875,              0.0062875
                    152,                 1.1914,                0.66156,                  1.048,                0.86118,                0.73529,                0.82877,                0.50916,                 1.1524,                0.54846,                 1.0671,              0.0062628,              0.0062628,              0.0062628
                    153,                 1.1914,                0.66905,                 1.0591,                0.85859,                0.74474,                0.82741,                0.51108,                 1.1513,                0.54963,                 1.0655,               0.006238,               0.006238,               0.006238
                    154,                 1.1959,                0.66259,                 1.0486,                0.85849,                0.74421,                0.82891,                0.50808,                 1.1537,                0.55008,                  1.064,              0.0062132,              0.0062132,              0.0062132
                    155,                 1.1886,                0.66238,                 1.0499,                0.85834,                0.74411,                0.82832,                0.50846,                 1.1547,                0.55177,                 1.0633,              0.0061885,              0.0061885,              0.0061885
                    156,                 1.1946,                0.67122,                 1.0539,                0.85848,                0.74383,                0.82892,                0.50813,                 1.1557,                0.55238,                 1.0632,              0.0061637,              0.0061637,              0.0061637
                    157,                 1.1984,                0.66401,                 1.0498,                0.85844,                0.74361,                0.82894,                0.50682,                 1.1596,                0.55441,                  1.064,               0.006139,               0.006139,               0.006139
                    158,                 1.1837,                0.65741,                 1.0446,                 0.8563,                0.74837,                0.82624,                0.50723,                 1.1593,                0.55435,                 1.0642,              0.0061142,              0.0061142,              0.0061142
                    159,                 1.1954,                0.66629,                 1.0611,                0.85547,                0.74835,                0.82876,                0.50766,                 1.1587,                0.55362,                 1.0638,              0.0060895,              0.0060895,              0.0060895
                    160,                 1.1919,                0.66389,                  1.055,                0.85561,                0.74801,                0.82684,                0.50954,                 1.1628,                0.55322,                 1.0635,              0.0060647,              0.0060647,              0.0060647
                    161,                 1.1819,                0.65776,                  1.049,                0.85492,                0.74782,                0.82556,                0.50916,                 1.1628,                0.55542,                 1.0634,                0.00604,                0.00604,                0.00604
                    162,                 1.1887,                0.66399,                 1.0492,                0.84883,                0.74363,                0.82524,                0.50929,                 1.1624,                0.55369,                 1.0649,              0.0060152,              0.0060152,              0.0060152
                    163,                 1.1854,                0.66026,                 1.0508,                0.84939,                0.74363,                0.82402,                0.51082,                 1.1655,                0.55286,                 1.0656,              0.0059905,              0.0059905,              0.0059905
                    164,                 1.1786,                0.65287,                 1.0403,                 0.8487,                0.74363,                 0.8245,                 0.5104,                 1.1649,                0.55233,                 1.0666,              0.0059658,              0.0059658,              0.0059658
                    165,                 1.1731,                0.66241,                 1.0451,                  0.848,                0.74363,                0.82406,                0.50793,                 1.1699,                0.55388,                 1.0672,               0.005941,               0.005941,               0.005941
                    166,                 1.1786,                0.65713,                 1.0465,                0.85479,                0.74363,                0.82394,                0.51137,                 1.1683,                0.55701,                 1.0651,              0.0059163,              0.0059163,              0.0059163
                    167,                 1.1768,                0.65865,                 1.0451,                0.84615,                0.74363,                0.82392,                0.51056,                 1.1694,                0.55528,                 1.0678,              0.0058915,              0.0058915,              0.0058915
                    168,                 1.1755,                0.65716,                  1.044,                0.84721,                0.74543,                0.82547,                0.50908,                 1.1693,                0.55385,                 1.0682,              0.0058668,              0.0058668,              0.0058668
                    169,                  1.195,                0.66769,                 1.0497,                0.84621,                0.74598,                0.82639,                0.50971,                 1.1691,                0.55204,                 1.0674,               0.005842,               0.005842,               0.005842
                    170,                 1.1802,                0.65454,                 1.0437,                0.84562,                0.74681,                0.82616,                0.50938,                 1.1704,                0.55209,                 1.0671,              0.0058173,              0.0058173,              0.0058173
                    171,                 1.1689,                0.65686,                 1.0417,                0.84569,                0.74738,                0.82659,                0.50939,                 1.1713,                  0.553,                 1.0679,              0.0057925,              0.0057925,              0.0057925
                    172,                 1.1706,                 0.6468,                 1.0366,                0.84568,                 0.7481,                 0.8267,                0.51035,                 1.1735,                0.55324,                 1.0704,              0.0057678,              0.0057678,              0.0057678
                    173,                 1.1693,                0.64903,                 1.0498,                 0.8447,                0.75019,                0.82771,                0.51018,                 1.1724,                0.55083,                 1.0672,               0.005743,               0.005743,               0.005743
                    174,                 1.1725,                0.64637,                 1.0438,                0.84208,                0.74787,                0.82773,                 0.5105,                 1.1703,                0.55088,                  1.066,              0.0057183,              0.0057183,              0.0057183
                    175,                 1.1784,                0.65518,                 1.0453,                0.84692,                 0.7505,                 0.8271,                0.50864,                 1.1695,                0.55287,                 1.0654,              0.0056935,              0.0056935,              0.0056935
                    176,                   1.18,                0.65975,                 1.0401,                0.93318,                0.68173,                0.81996,                0.50924,                 1.1686,                0.55269,                 1.0642,              0.0056688,              0.0056688,              0.0056688
                    177,                 1.1692,                0.64807,                 1.0424,                0.93383,                0.68176,                0.81934,                0.50478,                 1.1695,                 0.5532,                 1.0651,               0.005644,               0.005644,               0.005644
                    178,                 1.1655,                 0.6586,                 1.0427,                0.84687,                0.75098,                0.82644,                0.50817,                 1.1676,                0.55306,                 1.0659,              0.0056193,              0.0056193,              0.0056193
                    179,                 1.1721,                0.65399,                  1.042,                0.84674,                0.75106,                0.82654,                0.50802,                 1.1681,                0.55369,                 1.0661,              0.0055945,              0.0055945,              0.0055945
                    180,                 1.1625,                0.64732,                 1.0467,                0.84624,                0.75162,                0.82659,                0.50723,                 1.1675,                0.55216,                 1.0646,              0.0055698,              0.0055698,              0.0055698
                    181,                 1.1713,                0.64812,                 1.0465,                0.84345,                0.74912,                0.82655,                0.50606,                 1.1683,                 0.5533,                 1.0635,               0.005545,               0.005545,               0.005545
                    182,                 1.1558,                0.63229,                 1.0398,                0.93467,                0.68182,                0.81987,                0.50489,                 1.1685,                0.55507,                 1.0646,              0.0055202,              0.0055202,              0.0055202
                    183,                 1.1492,                0.63627,                 1.0383,                0.93507,                0.68184,                0.82249,                0.50753,                 1.1659,                0.55449,                 1.0641,              0.0054955,              0.0054955,              0.0054955
                    184,                 1.1543,                0.64003,                 1.0393,                0.93971,                0.68572,                0.82237,                0.50441,                 1.1682,                0.55369,                 1.0658,              0.0054707,              0.0054707,              0.0054707
                    185,                 1.1512,                 0.6375,                 1.0322,                0.84666,                 0.7497,                0.82896,                0.50627,                 1.1643,                0.55519,                 1.0634,               0.005446,               0.005446,               0.005446
                    186,                 1.1481,                0.63726,                 1.0377,                0.94024,                0.68581,                0.82255,                0.50607,                 1.1641,                0.55216,                 1.0645,              0.0054212,              0.0054212,              0.0054212
                    187,                 1.1603,                0.64141,                 1.0324,                0.94047,                0.68589,                0.82115,                0.50567,                 1.1646,                0.55255,                 1.0647,              0.0053965,              0.0053965,              0.0053965
                    188,                 1.1521,                0.64269,                 1.0375,                0.94047,                0.68612,                0.82132,                0.50332,                 1.1649,                0.55162,                 1.0659,              0.0053717,              0.0053717,              0.0053717
                    189,                 1.1559,                0.64089,                 1.0383,                0.94069,                0.68615,                0.82132,                0.50359,                 1.1642,                0.55124,                 1.0651,               0.005347,               0.005347,               0.005347
                    190,                 1.1482,                0.62983,                 1.0379,                0.94085,                 0.6862,                0.82125,                0.50416,                 1.1617,                 0.5501,                 1.0657,              0.0053223,              0.0053223,              0.0053223
                    191,                 1.1531,                0.63391,                 1.0346,                0.93635,                0.68606,                0.82099,                0.50402,                 1.1637,                0.54954,                  1.067,              0.0052975,              0.0052975,              0.0052975
                    192,                 1.1556,                0.62843,                 1.0346,                0.93661,                0.68591,                0.82113,                 0.5061,                 1.1642,                0.54865,                 1.0681,              0.0052727,              0.0052727,              0.0052727
                    193,                 1.1397,                0.63228,                 1.0322,                0.93668,                0.68601,                0.82125,                0.50698,                 1.1634,                0.55003,                 1.0671,               0.005248,               0.005248,               0.005248
                    194,                 1.1522,                0.63414,                 1.0399,                0.93682,                0.68608,                0.82135,                0.50661,                 1.1642,                0.54675,                 1.0669,              0.0052233,              0.0052233,              0.0052233
                    195,                  1.139,                0.62954,                 1.0295,                0.93157,                0.68221,                0.82151,                0.50619,                 1.1646,                0.54661,                 1.0664,              0.0051985,              0.0051985,              0.0051985
                    196,                 1.1626,                0.64242,                 1.0356,                0.93188,                0.68224,                0.82132,                0.50768,                 1.1632,                0.54452,                 1.0653,              0.0051737,              0.0051737,              0.0051737
                    197,                 1.1484,                0.63038,                 1.0357,                0.93177,                0.68227,                0.82195,                0.50889,                 1.1635,                0.54579,                  1.065,               0.005149,               0.005149,               0.005149
                    198,                 1.1505,                0.63142,                 1.0316,                0.93647,                0.68369,                0.82239,                0.50684,                 1.1656,                0.54815,                 1.0653,              0.0051243,              0.0051243,              0.0051243
                    199,                 1.1326,                0.62088,                 1.0263,                0.93236,                 0.6855,                0.82144,                0.50786,                 1.1655,                0.55072,                 1.0658,              0.0050995,              0.0050995,              0.0050995
                    200,                 1.1352,                0.62535,                 1.0328,                0.93704,                0.68626,                0.82282,                0.50586,                  1.164,                0.55074,                 1.0645,              0.0050747,              0.0050747,              0.0050747
                    201,                 1.1275,                0.61933,                 1.0263,                0.93238,                0.68707,                0.82187,                0.50621,                  1.165,                0.54898,                 1.0637,                0.00505,                0.00505,                0.00505
                    202,                 1.1364,                0.62698,                 1.0266,                0.93293,                0.68684,                0.82269,                0.50774,                 1.1628,                0.54682,                 1.0626,              0.0050253,              0.0050253,              0.0050253
                    203,                 1.1235,                0.61554,                 1.0256,                 0.9371,                0.68752,                0.82217,                 0.5069,                 1.1638,                0.54574,                 1.0648,              0.0050005,              0.0050005,              0.0050005
                    204,                 1.1422,                0.62525,                 1.0285,                0.93782,                0.68721,                0.82261,                 0.5052,                  1.163,                0.54955,                 1.0629,              0.0049758,              0.0049758,              0.0049758
                    205,                 1.1414,                0.62518,                 1.0287,                0.91463,                0.70609,                0.82378,                0.50861,                 1.1614,                0.54784,                 1.0642,               0.004951,               0.004951,               0.004951
                    206,                 1.1247,                0.61735,                 1.0251,                0.90952,                0.70623,                  0.823,                0.50785,                 1.1633,                 0.5475,                 1.0647,              0.0049263,              0.0049263,              0.0049263
                    207,                 1.1324,                0.62099,                 1.0276,                0.90868,                0.70696,                 0.8207,                0.50738,                 1.1649,                0.54788,                 1.0645,              0.0049015,              0.0049015,              0.0049015
                    208,                  1.127,                0.62316,                 1.0226,                0.90835,                 0.7085,                0.82036,                0.50733,                 1.1621,                0.54464,                 1.0627,              0.0048768,              0.0048768,              0.0048768
                    209,                 1.1223,                0.61531,                  1.021,                 0.9085,                 0.7083,                0.82025,                0.50771,                 1.1624,                0.54228,                 1.0629,               0.004852,               0.004852,               0.004852
                    210,                  1.113,                0.61019,                 1.0232,                0.90875,                0.70763,                0.82042,                0.50876,                 1.1624,                0.54211,                 1.0627,              0.0048272,              0.0048272,              0.0048272
                    211,                 1.1316,                0.62284,                 1.0298,                0.90882,                0.70769,                 0.8222,                0.50966,                 1.1607,                0.54405,                 1.0628,              0.0048025,              0.0048025,              0.0048025
                    212,                 1.1331,                0.62536,                 1.0223,                0.90833,                0.70815,                0.82193,                0.50914,                 1.1596,                0.54438,                 1.0611,              0.0047778,              0.0047778,              0.0047778
                    213,                 1.1294,                  0.624,                  1.025,                0.90832,                0.70815,                0.82193,                0.51067,                 1.1613,                  0.543,                 1.0614,               0.004753,               0.004753,               0.004753
                    214,                 1.1255,                0.61154,                 1.0254,                0.90789,                 0.7082,                0.82215,                0.51246,                 1.1593,                0.54533,                 1.0611,              0.0047283,              0.0047283,              0.0047283
                    215,                  1.129,                0.61576,                 1.0272,                0.91241,                0.70791,                0.82288,                0.51322,                 1.1589,                0.54541,                 1.0588,              0.0047035,              0.0047035,              0.0047035
                    216,                 1.1247,                0.61466,                 1.0168,                0.90807,                 0.7079,                0.82203,                0.51362,                 1.1602,                0.54639,                 1.0609,              0.0046788,              0.0046788,              0.0046788
                    217,                 1.1285,                0.61761,                 1.0247,                0.91149,                0.70826,                 0.8229,                0.51324,                 1.1564,                0.54662,                 1.0612,               0.004654,               0.004654,               0.004654
                    218,                 1.1194,                 0.6054,                 1.0212,                0.93674,                0.68998,                0.82274,                0.51384,                 1.1588,                0.54358,                 1.0622,              0.0046293,              0.0046293,              0.0046293
                    219,                 1.1166,                0.61673,                  1.021,                0.93673,                 0.6896,                0.82286,                0.51137,                 1.1608,                0.54239,                 1.0628,              0.0046045,              0.0046045,              0.0046045
                    220,                 1.1242,                0.61412,                 1.0224,                 0.9367,                0.69041,                0.82352,                0.50958,                 1.1615,                0.54329,                 1.0603,              0.0045798,              0.0045798,              0.0045798
                    221,                 1.1275,                0.62449,                 1.0144,                0.82701,                0.75632,                 0.8237,                0.51037,                 1.1595,                0.54194,                  1.063,               0.004555,               0.004555,               0.004555
                    222,                  1.135,                0.62113,                 1.0275,                0.82736,                0.75641,                0.82399,                0.51093,                 1.1614,                0.54173,                 1.0635,              0.0045303,              0.0045303,              0.0045303
                    223,                 1.1342,                0.62029,                 1.0268,                0.83724,                  0.763,                0.82482,                0.51165,                 1.1629,                0.53942,                 1.0631,              0.0045055,              0.0045055,              0.0045055
                    224,                 1.1108,                0.60667,                 1.0148,                0.93876,                0.69626,                0.82545,                0.51198,                 1.1639,                0.53778,                 1.0634,              0.0044808,              0.0044808,              0.0044808
                    225,                 1.1237,                0.61507,                 1.0162,                0.93921,                0.69621,                0.82548,                0.51243,                 1.1623,                0.53758,                 1.0632,               0.004456,               0.004456,               0.004456
                    226,                 1.1265,                0.61872,                 1.0196,                0.93903,                0.69626,                0.82522,                0.51419,                 1.1615,                 0.5393,                 1.0651,              0.0044313,              0.0044313,              0.0044313
                    227,                 1.1271,                0.61291,                 1.0168,                 0.9391,                0.69625,                0.82559,                 0.5111,                 1.1605,                0.53812,                 1.0646,              0.0044065,              0.0044065,              0.0044065
                    228,                 1.1096,                  0.611,                 1.0145,                0.93955,                0.69632,                0.82531,                0.51422,                  1.163,                0.54062,                 1.0644,              0.0043818,              0.0043818,              0.0043818
                    229,                 1.1211,                0.60786,                 1.0142,                 0.9396,                0.69638,                0.82609,                0.51154,                 1.1619,                0.53896,                  1.066,               0.004357,               0.004357,               0.004357
                    230,                 1.1344,                0.62163,                 1.0236,                0.83917,                0.77093,                0.82612,                0.51353,                 1.1622,                0.53809,                 1.0658,              0.0043323,              0.0043323,              0.0043323
                    231,                 1.1168,                0.62426,                  1.015,                0.83796,                0.77161,                0.82629,                 0.5134,                  1.161,                0.53927,                  1.064,              0.0043075,              0.0043075,              0.0043075
                    232,                 1.1151,                0.60386,                 1.0035,                0.83825,                0.77162,                0.82621,                0.51436,                 1.1605,                0.53834,                  1.065,              0.0042828,              0.0042828,              0.0042828
                    233,                 1.1068,                 0.6093,                 1.0082,                0.83926,                 0.7686,                0.82677,                0.51453,                 1.1624,                0.53785,                 1.0646,               0.004258,               0.004258,               0.004258
                    234,                 1.1098,                0.61127,                 1.0146,                0.84251,                 0.7678,                0.82771,                0.51576,                   1.16,                 0.5368,                 1.0632,              0.0042333,              0.0042333,              0.0042333
                    235,                 1.1102,                0.60776,                 1.0114,                0.84183,                0.76511,                0.82752,                0.51507,                 1.1634,                0.53749,                 1.0636,              0.0042085,              0.0042085,              0.0042085
                    236,                 1.1199,                0.61667,                 1.0095,                0.84236,                0.75958,                0.82785,                0.51576,                 1.1611,                0.53772,                 1.0639,              0.0041837,              0.0041837,              0.0041837
                    237,                 1.0903,                0.59889,                 1.0077,                0.84497,                0.75931,                0.82752,                0.51609,                 1.1614,                0.53587,                 1.0625,               0.004159,               0.004159,               0.004159
                    238,                 1.1063,                0.60588,                 1.0028,                 0.8491,                0.75931,                0.82782,                0.51787,                 1.1602,                0.53516,                 1.0639,              0.0041342,              0.0041342,              0.0041342
                    239,                  1.107,                0.60932,                 1.0142,                0.85073,                0.75931,                0.82465,                0.51552,                 1.1618,                0.53516,                 1.0639,              0.0041095,              0.0041095,              0.0041095
                    240,                 1.1216,                0.62198,                 1.0108,                0.86024,                 0.7659,                0.82605,                0.51619,                 1.1624,                0.53502,                 1.0646,              0.0040847,              0.0040847,              0.0040847
                    241,                  1.123,                 0.6175,                 1.0104,                0.86017,                0.76667,                0.83682,                0.51743,                 1.1622,                0.53521,                 1.0653,                0.00406,                0.00406,                0.00406
                    242,                 1.0968,                0.59751,                 1.0074,                0.85687,                0.75878,                0.83268,                0.51796,                 1.1629,                0.53471,                  1.066,              0.0040352,              0.0040352,              0.0040352
                    243,                 1.1093,                0.60939,                 1.0091,                0.84968,                0.76353,                0.82608,                0.51919,                 1.1623,                0.53268,                 1.0664,              0.0040105,              0.0040105,              0.0040105
                    244,                 1.1204,                0.61685,                 1.0092,                0.85104,                  0.773,                0.83693,                0.51806,                  1.161,                0.53142,                 1.0665,              0.0039857,              0.0039857,              0.0039857
                    245,                 1.1087,                0.61214,                 1.0074,                0.85283,                0.77292,                0.83617,                0.52006,                 1.1633,                0.53428,                 1.0669,               0.003961,               0.003961,               0.003961
                    246,                 1.1103,                0.60715,                 1.0107,                0.85275,                0.77282,                0.83642,                0.51922,                 1.1603,                0.53413,                 1.0673,              0.0039362,              0.0039362,              0.0039362
                    247,                 1.1051,                0.60498,                 1.0035,                0.85322,                 0.7728,                0.83594,                0.51895,                 1.1637,                0.53361,                 1.0677,              0.0039115,              0.0039115,              0.0039115
                    248,                 1.1113,                0.61494,                 1.0068,                0.85349,                0.77277,                0.83588,                0.51905,                 1.1627,                0.53392,                 1.0685,              0.0038867,              0.0038867,              0.0038867
                    249,                 1.1038,                0.61237,                 1.0052,                0.84967,                0.77274,                0.83845,                0.52092,                 1.1611,                0.53274,                 1.0691,               0.003862,               0.003862,               0.003862
                    250,                 1.0977,                0.60429,                 1.0049,                0.85278,                0.77287,                0.83672,                0.51989,                 1.1634,                0.53246,                 1.0693,              0.0038372,              0.0038372,              0.0038372
                    251,                 1.0888,                0.60192,                  1.007,                0.85678,                0.77298,                0.83653,                0.52071,                 1.1599,                0.53309,                 1.0696,              0.0038125,              0.0038125,              0.0038125
                    252,                 1.1134,                0.60369,                 1.0089,                 0.8573,                0.77259,                0.83863,                0.52081,                 1.1605,                0.53417,                 1.0719,              0.0037878,              0.0037878,              0.0037878
                    253,                 1.0921,                0.60175,                0.99675,                0.85748,                0.77255,                0.83864,                0.52157,                 1.1576,                0.53244,                 1.0721,               0.003763,               0.003763,               0.003763
                    254,                 1.1015,                0.60911,                 1.0043,                0.85742,                0.77257,                0.83851,                 0.5225,                 1.1583,                0.53199,                 1.0732,              0.0037383,              0.0037383,              0.0037383
                    255,                 1.0876,                0.59958,                0.99365,                0.86012,                0.77285,                0.83701,                0.52222,                 1.1604,                0.53247,                 1.0736,              0.0037135,              0.0037135,              0.0037135
                    256,                 1.0876,                0.59686,                0.99691,                0.85907,                0.77309,                0.83701,                0.52444,                 1.1574,                0.53212,                 1.0737,              0.0036888,              0.0036888,              0.0036888
                    257,                 1.0902,                0.59211,                0.99752,                0.86003,                0.77291,                0.83676,                0.52322,                 1.1595,                0.53265,                 1.0755,               0.003664,               0.003664,               0.003664
                    258,                 1.0954,                0.60482,                0.99825,                0.86136,                 0.7727,                0.83671,                0.52492,                   1.16,                0.53086,                 1.0756,              0.0036393,              0.0036393,              0.0036393
                    259,                 1.0812,                0.58733,                0.99554,                 0.8619,                 0.7727,                0.83674,                0.52467,                 1.1592,                0.53259,                 1.0769,              0.0036145,              0.0036145,              0.0036145
                    260,                 1.0925,                0.60569,                0.99958,                  0.862,                0.77277,                0.83704,                0.52655,                 1.1582,                0.53169,                 1.0756,              0.0035898,              0.0035898,              0.0035898
                    261,                 1.0955,                0.60472,                0.99631,                0.86562,                0.77245,                0.83724,                0.52678,                 1.1597,                0.53102,                 1.0768,               0.003565,               0.003565,               0.003565
                    262,                 1.0888,                 0.5972,                  0.995,                 0.8668,                0.77232,                0.83774,                0.52756,                 1.1593,                0.52967,                 1.0777,              0.0035403,              0.0035403,              0.0035403
                    263,                 1.0717,                0.59139,                0.99628,                0.86813,                0.77219,                0.83805,                0.52696,                 1.1564,                0.53087,                 1.0791,              0.0035155,              0.0035155,              0.0035155
                    264,                 1.0758,                0.59336,                0.99697,                0.86752,                0.77228,                0.84028,                0.52539,                 1.1567,                0.52932,                 1.0813,              0.0034908,              0.0034908,              0.0034908
                    265,                 1.0791,                0.60209,                0.99148,                0.87228,                0.76708,                0.83999,                0.52805,                 1.1596,                0.53206,                 1.0821,               0.003466,               0.003466,               0.003466
                    266,                 1.0823,                0.59282,                0.99246,                0.87454,                0.76653,                0.84004,                0.52705,                  1.158,                0.52926,                 1.0821,              0.0034413,              0.0034413,              0.0034413
                    267,                 1.0753,                0.58867,                0.99422,                0.87465,                0.76648,                 0.8375,                0.52537,                 1.1558,                0.52932,                 1.0821,              0.0034165,              0.0034165,              0.0034165
                    268,                 1.0779,                0.58736,                0.99293,                0.87243,                0.76687,                0.83742,                0.52667,                  1.157,                0.52775,                 1.0821,              0.0033918,              0.0033918,              0.0033918
                    269,                 1.0754,                0.59665,                0.99547,                0.87627,                0.76497,                0.83739,                0.52661,                 1.1593,                0.52799,                 1.0826,               0.003367,               0.003367,               0.003367
                    270,                 1.0805,                0.59379,                0.99218,                0.86785,                0.76934,                0.83754,                0.52736,                 1.1558,                0.52809,                 1.0833,              0.0033423,              0.0033423,              0.0033423
                    271,                 1.0716,                0.58846,                0.99322,                0.86781,                0.76933,                0.83745,                0.52595,                 1.1576,                0.52959,                 1.0843,              0.0033175,              0.0033175,              0.0033175
                    272,                 1.0663,                0.58349,                0.99217,                0.86506,                0.76829,                0.83753,                0.52553,                 1.1556,                0.52921,                 1.0833,              0.0032928,              0.0032928,              0.0032928
                    273,                 1.0659,                0.57698,                 0.9899,                0.85607,                0.76673,                0.83655,                0.52722,                 1.1584,                0.52824,                 1.0844,               0.003268,               0.003268,               0.003268
                    274,                 1.0765,                0.58973,                0.98948,                 0.8533,                0.76895,                 0.8362,                0.52774,                 1.1598,                0.52933,                 1.0836,              0.0032433,              0.0032433,              0.0032433
                    275,                 1.0683,                0.58374,                 0.9858,                0.86671,                0.76641,                0.83802,                0.52765,                 1.1566,                0.52818,                 1.0843,              0.0032185,              0.0032185,              0.0032185
                    276,                 1.0688,                0.59042,                 0.9926,                0.86514,                0.76646,                0.83749,                 0.5277,                 1.1563,                0.52788,                 1.0833,              0.0031938,              0.0031938,              0.0031938
                    277,                 1.0743,                0.58965,                0.99243,                0.86506,                0.76637,                0.83722,                 0.5297,                 1.1546,                0.52836,                 1.0833,               0.003169,               0.003169,               0.003169
                    278,                 1.0535,                0.58467,                  0.987,                0.87587,                0.75025,                 0.8376,                0.52939,                 1.1532,                0.52809,                  1.084,              0.0031443,              0.0031443,              0.0031443
                    279,                 1.0686,                0.58475,                0.98994,                0.87621,                0.75551,                0.83743,                0.52904,                  1.155,                0.52774,                 1.0856,              0.0031195,              0.0031195,              0.0031195
                    280,                 1.0706,                0.59141,                0.99117,                0.87593,                0.75603,                0.83738,                0.52902,                  1.156,                0.52864,                 1.0863,              0.0030948,              0.0030948,              0.0030948
                    281,                 1.0558,                0.57829,                0.98702,                0.87631,                0.75388,                0.83772,                0.52732,                 1.1559,                0.53168,                 1.0874,                0.00307,                0.00307,                0.00307
                    282,                 1.0587,                 0.5789,                0.98269,                0.87643,                0.75336,                0.83778,                0.52948,                 1.1571,                 0.5305,                 1.0881,              0.0030452,              0.0030452,              0.0030452
                    283,                 1.0443,                0.57236,                0.97918,                0.87891,                0.73846,                0.83745,                0.52804,                 1.1568,                0.53121,                 1.0881,              0.0030205,              0.0030205,              0.0030205
                    284,                 1.0515,                0.57993,                0.98198,                0.86874,                0.76048,                0.83729,                0.52786,                 1.1556,                0.53101,                  1.087,              0.0029957,              0.0029957,              0.0029957
                    285,                 1.0597,                0.58567,                0.98309,                0.86612,                 0.7611,                0.83726,                0.52688,                 1.1568,                0.52955,                 1.0867,               0.002971,               0.002971,               0.002971
                    286,                 1.0577,                 0.5734,                0.98687,                0.86479,                0.76155,                0.83763,                0.52875,                  1.155,                0.53162,                 1.0859,              0.0029462,              0.0029462,              0.0029462
                    287,                 1.0521,                0.57279,                0.98221,                0.87081,                0.75734,                0.83975,                0.52822,                 1.1533,                0.53185,                 1.0859,              0.0029215,              0.0029215,              0.0029215
                    288,                 1.0608,                0.57475,                0.98582,                0.88549,                0.73203,                0.83138,                0.52583,                 1.1569,                0.52875,                 1.0863,              0.0028967,              0.0028967,              0.0028967
                    289,                 1.0503,                0.57414,                0.97562,                0.86294,                0.76727,                0.83777,                0.52394,                 1.1562,                0.52968,                 1.0857,               0.002872,               0.002872,               0.002872
                    290,                 1.0598,                0.58105,                0.98302,                0.85851,                0.76926,                0.84018,                0.52534,                 1.1564,                0.52954,                  1.085,              0.0028472,              0.0028472,              0.0028472
                    291,                 1.0509,                0.57202,                0.97934,                0.88437,                0.73858,                0.83335,                 0.5272,                  1.158,                0.52918,                 1.0857,              0.0028225,              0.0028225,              0.0028225
                    292,                 1.0523,                0.57665,                0.97893,                0.89062,                0.74803,                 0.8337,                0.52943,                 1.1547,                 0.5317,                 1.0866,              0.0027977,              0.0027977,              0.0027977
                    293,                 1.0465,                 0.5674,                  0.978,                0.88152,                0.74875,                0.83239,                0.52641,                  1.159,                 0.5305,                 1.0868,               0.002773,               0.002773,               0.002773
                    294,                 1.0436,                0.56986,                0.97965,                0.87261,                 0.7492,                 0.8317,                0.52671,                 1.1609,                0.52914,                 1.0868,              0.0027482,              0.0027482,              0.0027482
                    295,                 1.0368,                0.56912,                0.97478,                0.87633,                0.74933,                0.83191,                0.52551,                 1.1584,                0.52762,                 1.0865,              0.0027235,              0.0027235,              0.0027235
                    296,                 1.0445,                0.56861,                0.97827,                0.87634,                0.74914,                0.83164,                0.52507,                   1.16,                0.52779,                 1.0875,              0.0026987,              0.0026987,              0.0026987
                    297,                 1.0548,                0.57952,                 0.9834,                0.88592,                0.74771,                0.83384,                0.52448,                 1.1606,                0.52724,                 1.0898,               0.002674,               0.002674,               0.002674
                    298,                 1.0408,                0.56703,                0.97868,                0.88014,                0.74938,                0.83347,                0.52699,                  1.161,                0.52773,                 1.0893,              0.0026492,              0.0026492,              0.0026492
                    299,                 1.0447,                 0.5717,                0.97627,                0.86739,                0.74946,                0.83303,                0.52835,                 1.1611,                0.52734,                 1.0887,              0.0026245,              0.0026245,              0.0026245
                    300,                 1.0366,                0.56979,                0.97757,                0.86541,                0.74939,                 0.8325,                 0.5254,                 1.1563,                0.52969,                 1.0881,              0.0025997,              0.0025997,              0.0025997
                    301,                 1.0396,                0.56566,                0.97636,                0.87244,                0.74615,                0.83254,                0.52479,                 1.1615,                0.52772,                 1.0877,               0.002575,               0.002575,               0.002575
                    302,                 1.0323,                0.56293,                0.97929,                0.87521,                0.74521,                0.83328,                0.52521,                  1.162,                0.52793,                 1.0872,              0.0025503,              0.0025503,              0.0025503
                    303,                   1.04,                0.56812,                0.97756,                0.85107,                0.75408,                0.83212,                 0.5264,                 1.1579,                0.52952,                 1.0875,              0.0025255,              0.0025255,              0.0025255
                    304,                 1.0274,                0.55943,                0.97311,                0.86483,                0.74199,                0.83272,                0.52615,                  1.165,                0.52725,                 1.0876,              0.0025008,              0.0025008,              0.0025008
                    305,                 1.0245,                 0.5595,                0.97132,                0.86169,                0.74224,                0.83236,                0.52702,                  1.164,                0.52807,                 1.0876,               0.002476,               0.002476,               0.002476
                    306,                 1.0257,                0.56435,                0.97437,                0.86296,                0.74112,                0.83203,                0.52558,                 1.1668,                0.52895,                 1.0879,              0.0024513,              0.0024513,              0.0024513
