                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    307,                 1.0246,                0.55927,                0.96995,                 0.8594,                0.73474,                0.83145,                0.52455,                 1.1687,                0.52826,                 1.0887,              0.0024265,              0.0024265,              0.0024265
                    308,                 1.0351,                 0.5649,                0.98063,                0.85884,                0.73366,                0.83146,                0.52437,                 1.1697,                0.52873,                 1.0886,              0.0024018,              0.0024018,              0.0024018
                    309,                 1.0154,                0.55376,                0.97136,                0.85823,                0.73378,                0.83168,                0.52636,                 1.1667,                0.52738,                 1.0884,               0.002377,               0.002377,               0.002377
                    310,                 1.0322,                0.56284,                0.97319,                 0.8596,                0.73366,                0.83166,                0.52493,                 1.1665,                0.52663,                 1.0885,              0.0023523,              0.0023523,              0.0023523
                    311,                 1.0302,                0.56461,                0.96911,                0.91239,                 0.7086,                0.83178,                0.52337,                 1.1665,                0.52558,                 1.0897,              0.0023275,              0.0023275,              0.0023275
                    312,                 1.0179,                 0.5541,                 0.9699,                0.90269,                  0.707,                0.83179,                0.52438,                 1.1652,                0.52594,                 1.0894,              0.0023028,              0.0023028,              0.0023028
                    313,                 1.0244,                0.55712,                0.96941,                0.91362,                0.70526,                0.83187,                 0.5237,                 1.1665,                0.52755,                 1.0898,               0.002278,               0.002278,               0.002278
                    314,                 1.0208,                0.55454,                0.96939,                 0.9004,                 0.7101,                0.83233,                0.52302,                  1.166,                0.52946,                 1.0904,              0.0022533,              0.0022533,              0.0022533
                    315,                 1.0209,                0.55552,                0.97194,                0.90008,                0.71087,                0.83226,                0.52337,                 1.1667,                0.52912,                 1.0897,              0.0022285,              0.0022285,              0.0022285
                    316,                 1.0243,                0.55641,                0.97772,                0.91527,                0.70397,                0.83211,                 0.5239,                 1.1654,                 0.5302,                 1.0894,              0.0022038,              0.0022038,              0.0022038
                    317,                 1.0209,                0.55176,                 0.9665,                0.91276,                0.70347,                0.83188,                0.52372,                 1.1667,                0.52916,                 1.0883,               0.002179,               0.002179,               0.002179
                    318,                 1.0247,                0.55431,                0.97484,                0.91673,                0.70326,                0.83031,                0.52373,                 1.1663,                0.53049,                 1.0894,              0.0021543,              0.0021543,              0.0021543
                    319,                  1.008,                0.54538,                0.95886,                0.91529,                0.70318,                0.83018,                 0.5218,                 1.1683,                0.52593,                 1.0895,              0.0021295,              0.0021295,              0.0021295
                    320,                0.99876,                0.53771,                0.96415,                 0.9055,                 0.6991,                0.82988,                0.52272,                 1.1689,                0.52586,                 1.0892,              0.0021048,              0.0021048,              0.0021048
                    321,                 1.0151,                0.55005,                0.96852,                 0.9035,                 0.6991,                0.82934,                0.51938,                 1.1692,                0.52586,                  1.089,                0.00208,                0.00208,                0.00208
                    322,                 1.0106,                0.54688,                0.96856,                0.90048,                0.71488,                0.82867,                0.52019,                 1.1698,                0.52619,                 1.0895,              0.0020553,              0.0020553,              0.0020553
                    323,                 1.0109,                0.55031,                0.96505,                0.90029,                0.71596,                0.82836,                 0.5185,                 1.1712,                0.52938,                 1.0893,              0.0020305,              0.0020305,              0.0020305
                    324,                  1.014,                0.55249,                0.96662,                0.89564,                0.71666,                0.82658,                0.52114,                 1.1686,                0.52827,                 1.0898,              0.0020058,              0.0020058,              0.0020058
                    325,                0.99558,                0.54204,                0.96329,                0.86901,                0.73142,                0.82624,                0.51944,                 1.1678,                0.52541,                 1.0895,               0.001981,               0.001981,               0.001981
                    326,                 1.0035,                0.54496,                0.96502,                0.86901,                0.73257,                0.82593,                0.51924,                 1.1686,                0.52781,                   1.09,              0.0019563,              0.0019563,              0.0019563
                    327,                0.99316,                0.54204,                0.95971,                0.85067,                0.74258,                  0.827,                0.52055,                 1.1696,                0.52769,                 1.0877,              0.0019315,              0.0019315,              0.0019315
                    328,                 1.0034,                0.54422,                0.95999,                0.85088,                 0.7433,                0.82691,                0.52014,                 1.1717,                0.52926,                 1.0893,              0.0019068,              0.0019068,              0.0019068
                    329,                  1.001,                0.54411,                0.96506,                0.85494,                0.73366,                0.82655,                0.51737,                 1.1722,                0.52815,                 1.0864,               0.001882,               0.001882,               0.001882
                    330,                0.99482,                0.53931,                0.96014,                0.85371,                0.73366,                0.82624,                0.51928,                 1.1727,                0.52745,                 1.0862,              0.0018572,              0.0018572,              0.0018572
                    331,                0.98673,                0.53715,                0.96232,                0.85433,                0.73366,                0.82629,                0.51827,                 1.1723,                0.52947,                 1.0865,              0.0018325,              0.0018325,              0.0018325
                    332,                0.99003,                0.53538,                0.96216,                0.85677,                0.73366,                0.82592,                0.51811,                 1.1708,                0.52828,                 1.0866,              0.0018077,              0.0018077,              0.0018077
                    333,                0.99041,                0.53675,                0.95994,                0.85877,                0.73366,                0.82537,                0.51717,                 1.1698,                0.53032,                 1.0872,               0.001783,               0.001783,               0.001783
                    334,                0.98126,                0.53657,                0.96004,                0.86789,                0.73366,                0.82538,                0.51608,                 1.1737,                0.53244,                 1.0879,              0.0017582,              0.0017582,              0.0017582
                    335,                0.98832,                  0.536,                0.96266,                0.87073,                0.73366,                0.82576,                0.51644,                 1.1682,                0.52755,                 1.0864,              0.0017335,              0.0017335,              0.0017335
                    336,                0.99322,                0.53678,                0.96184,                0.84626,                0.74328,                0.82573,                0.51709,                 1.1717,                0.53028,                 1.0894,              0.0017087,              0.0017087,              0.0017087
                    337,                 0.9726,                 0.5271,                0.95609,                0.85524,                0.74324,                0.82645,                0.51659,                 1.1728,                0.53033,                 1.0887,               0.001684,               0.001684,               0.001684
                    338,                0.97384,                0.52711,                0.95413,                0.86653,                0.73366,                0.82644,                0.51445,                   1.17,                0.52765,                 1.0878,              0.0016592,              0.0016592,              0.0016592
                    339,                0.97917,                0.53517,                0.95505,                0.87554,                0.73366,                0.82619,                0.51525,                 1.1698,                0.52864,                 1.0877,              0.0016345,              0.0016345,              0.0016345
                    340,                 0.9771,                0.52342,                0.95987,                0.86055,                0.74348,                0.82656,                0.51518,                  1.171,                0.52652,                 1.0882,              0.0016097,              0.0016097,              0.0016097
                    341,                0.97098,                0.52415,                0.95618,                0.86453,                0.74101,                0.82677,                0.51493,                 1.1735,                0.52958,                 1.0875,               0.001585,               0.001585,               0.001585
                    342,                0.97501,                0.52605,                0.95455,                0.86617,                0.74101,                0.82507,                0.51427,                 1.1722,                0.52795,                 1.0871,              0.0015602,              0.0015602,              0.0015602
                    343,                0.98578,                 0.5361,                0.95729,                0.86288,                0.74101,                0.82542,                0.51443,                 1.1705,                0.52712,                 1.0877,              0.0015355,              0.0015355,              0.0015355
                    344,                0.97845,                0.52844,                0.95611,                0.85767,                0.74101,                 0.8251,                0.51352,                 1.1737,                0.53128,                 1.0881,              0.0015107,              0.0015107,              0.0015107
                    345,                 0.9718,                0.52944,                0.95946,                0.86348,                0.74101,                0.82471,                 0.5129,                 1.1731,                 0.5255,                 1.0879,               0.001486,               0.001486,               0.001486
                    346,                0.97249,                0.52254,                0.95558,                0.85967,                0.74101,                0.82479,                 0.5134,                 1.1748,                0.52543,                 1.0882,              0.0014612,              0.0014612,              0.0014612
                    347,                0.96344,                0.52218,                0.94934,                0.86095,                0.74161,                0.82478,                0.51196,                  1.175,                0.52698,                 1.0877,              0.0014365,              0.0014365,              0.0014365
                    348,                0.96949,                0.52293,                 0.9559,                0.86114,                0.74126,                 0.8248,                0.51273,                 1.1742,                0.52463,                 1.0872,              0.0014117,              0.0014117,              0.0014117
                    349,                0.97315,                0.52724,                0.95563,                 0.8658,                0.74101,                0.82477,                0.51227,                 1.1746,                0.52534,                 1.0875,               0.001387,               0.001387,               0.001387
                    350,                 0.9601,                0.51902,                0.95009,                 0.8678,                0.74101,                0.82513,                0.51428,                 1.1747,                0.52636,                 1.0874,              0.0013622,              0.0013622,              0.0013622
                    351,                 0.9665,                0.52162,                0.95336,                0.87631,                0.73916,                0.82517,                0.51587,                 1.1772,                0.52737,                 1.0877,              0.0013375,              0.0013375,              0.0013375
                    352,                0.96645,                0.52623,                0.95561,                0.86127,                0.74207,                0.82502,                0.51432,                  1.176,                0.52647,                 1.0882,              0.0013128,              0.0013128,              0.0013128
                    353,                0.96231,                0.51976,                0.95234,                0.86145,                0.74131,                0.82503,                0.51483,                 1.1765,                 0.5261,                 1.0884,               0.001288,               0.001288,               0.001288
                    354,                 0.9689,                0.52428,                0.94779,                0.85738,                 0.7445,                0.82414,                0.51311,                 1.1793,                0.52731,                 1.0897,              0.0012633,              0.0012633,              0.0012633
                    355,                 0.9667,                0.52169,                0.94807,                0.85897,                0.74434,                 0.8232,                 0.5138,                  1.177,                 0.5255,                 1.0877,              0.0012385,              0.0012385,              0.0012385
                    356,                0.95906,                0.51836,                0.94773,                0.85717,                0.74815,                0.82075,                0.51163,                 1.1765,                0.52417,                  1.087,              0.0012138,              0.0012138,              0.0012138
                    357,                0.96228,                0.52194,                 0.9516,                   0.88,                0.73366,                0.82399,                0.51202,                 1.1783,                0.52552,                 1.0879,               0.001189,               0.001189,               0.001189
                    358,                0.96577,                0.52171,                0.94862,                0.88533,                0.73366,                0.82402,                0.51295,                 1.1785,                0.52681,                 1.0886,              0.0011643,              0.0011643,              0.0011643
                    359,                0.95212,                0.51162,                0.94761,                0.87698,                0.73563,                0.82169,                0.51311,                 1.1788,                0.52809,                 1.0884,              0.0011395,              0.0011395,              0.0011395
                    360,                0.94384,                0.50495,                0.94773,                 0.8774,                0.73782,                0.82184,                0.51359,                 1.1759,                0.52717,                 1.0886,              0.0011148,              0.0011148,              0.0011148
                    361,                0.95322,                0.51485,                0.94511,                0.87612,                0.73782,                0.82164,                0.51138,                 1.1766,                0.52692,                 1.0886,                0.00109,                0.00109,                0.00109
                    362,                0.93629,                0.50401,                 0.9391,                0.86479,                0.74692,                0.82145,                0.50986,                 1.1759,                0.52337,                 1.0876,              0.0010653,              0.0010653,              0.0010653
                    363,                0.95373,                0.51429,                0.94546,                0.86488,                0.74864,                0.82136,                 0.5113,                 1.1741,                0.52253,                 1.0885,              0.0010405,              0.0010405,              0.0010405
                    364,                0.93162,                0.50222,                0.94321,                0.86485,                0.74849,                0.82108,                0.51212,                 1.1755,                0.52499,                 1.0883,              0.0010158,              0.0010158,              0.0010158
                    365,                0.94667,                0.51031,                0.94762,                0.86478,                0.74934,                0.82146,                0.51393,                  1.175,                0.52944,                 1.0879,               0.000991,               0.000991,               0.000991
                    366,                0.93961,                0.50666,                0.94953,                0.88108,                0.73782,                0.82093,                0.51018,                 1.1742,                0.52713,                 1.0907,             0.00096625,             0.00096625,             0.00096625
                    367,                0.94193,                0.50621,                0.94772,                0.88143,                0.73782,                0.82072,                0.51177,                 1.1749,                0.52579,                 1.0907,              0.0009415,              0.0009415,              0.0009415
                    368,                0.95157,                0.50796,                0.94417,                0.88126,                0.73777,                0.82422,                0.51088,                 1.1747,                0.52936,                  1.093,             0.00091675,             0.00091675,             0.00091675
                    369,                0.93509,                0.49896,                0.94392,                0.88129,                 0.7375,                0.82452,                 0.5113,                 1.1739,                0.52805,                 1.0885,               0.000892,               0.000892,               0.000892
                    370,                0.93449,                0.50533,                0.94703,                0.88129,                0.73756,                0.82657,                0.51259,                 1.1741,                0.52928,                 1.0894,             0.00086725,             0.00086725,             0.00086725
                    371,                0.93016,                 0.5004,                0.94072,                0.88125,                0.73782,                0.82486,                0.51211,                 1.1735,                0.53255,                 1.0895,              0.0008425,              0.0008425,              0.0008425
                    372,                0.93546,                0.50234,                0.94542,                0.87353,                0.74644,                0.82554,                0.51149,                 1.1746,                0.52978,                 1.0881,             0.00081775,             0.00081775,             0.00081775
                    373,                0.93359,                0.50047,                0.94119,                0.88249,                0.73782,                0.82674,                 0.5116,                  1.172,                0.52922,                 1.0878,               0.000793,               0.000793,               0.000793
                    374,                0.93987,                0.50573,                 0.9463,                0.86448,                0.75229,                0.83334,                0.51311,                 1.1744,                0.52995,                 1.0889,             0.00076825,             0.00076825,             0.00076825
                    375,                  0.934,                0.50619,                0.94229,                0.86456,                0.75237,                0.83293,                0.51396,                 1.1755,                0.52932,                 1.0887,              0.0007435,              0.0007435,              0.0007435
                    376,                0.92966,                 0.4966,                 0.9405,                0.86494,                0.75227,                0.83326,                0.51398,                 1.1744,                0.52787,                 1.0887,             0.00071875,             0.00071875,             0.00071875
                    377,                0.92304,                0.49601,                0.93862,                0.86475,                0.75237,                 0.8347,                0.51324,                 1.1755,                0.52871,                 1.0871,               0.000694,               0.000694,               0.000694
