mouse,2206,521,1708709522.318021
mouse,2206,521,1708709522.3200226
mouse,2206,521,1708709522.321111
mouse,2205,521,1708709522.3222291
mouse,2204,522,1708709522.3231368
mouse,2204,523,1708709522.3249137
mouse,2203,523,1708709522.3259234
mouse,2203,523,1708709522.3269215
mouse,2203,523,1708709522.3289237
mouse,2202,524,1708709522.3299296
mouse,2202,524,1708709522.331294
mouse,2201,524,1708709522.3322978
mouse,2201,525,1708709522.3333037
mouse,2200,525,1708709522.3343046
mouse,2200,525,1708709522.3353043
mouse,2199,526,1708709522.336304
mouse,2199,527,1708709522.338306
mouse,2198,527,1708709522.3393052
mouse,2198,527,1708709522.3403032
mouse,2198,528,1708709522.341303
mouse,2197,528,1708709522.3423042
mouse,2192,532,1708709522.3534815
mouse,2192,532,1708709522.354483
mouse,2192,532,1708709522.3554826
mouse,2191,533,1708709522.3564847
mouse,2191,533,1708709522.3574893
mouse,2190,533,1708709522.3584836
mouse,2190,534,1708709522.3594832
mouse,2190,534,1708709522.3604867
mouse,2189,535,1708709522.3614824
mouse,2189,535,1708709522.3624833
mouse,2188,536,1708709522.3649101
mouse,2187,536,1708709522.3649101
mouse,2187,536,1708709522.3672068
mouse,2187,536,1708709522.3682048
mouse,2186,537,1708709522.3692043
mouse,2186,537,1708709522.3702064
mouse,2185,538,1708709522.371207
mouse,2185,538,1708709522.3727136
mouse,2185,538,1708709522.3727136
mouse,2184,538,1708709522.3750675
mouse,2184,539,1708709522.3760679
mouse,2183,540,1708709522.3770688
mouse,2183,540,1708709522.3790715
mouse,2182,540,1708709522.3800685
mouse,2182,541,1708709522.3810678
mouse,2181,541,1708709522.3820786
mouse,2181,542,1708709522.3840878
mouse,2180,542,1708709522.3864489
mouse,2179,543,1708709522.388449
mouse,2179,544,1708709522.3904464
mouse,2178,544,1708709522.392448
mouse,2178,544,1708709522.3939285
mouse,2178,544,1708709522.3939285
mouse,2178,545,1708709522.3949275
mouse,2177,545,1708709522.395927
mouse,2177,545,1708709522.3969269
mouse,2177,545,1708709522.3979292
mouse,2177,546,1708709522.3999288
mouse,2176,546,1708709522.4009285
mouse,2175,546,1708709522.4024632
mouse,2175,547,1708709522.403469
mouse,2175,547,1708709522.4044695
mouse,2174,548,1708709522.4054737
mouse,2174,548,1708709522.40747
mouse,2174,548,1708709522.4079766
mouse,2174,549,1708709522.4089832
mouse,2173,549,1708709522.4104877
mouse,2173,549,1708709522.4117339
mouse,2173,549,1708709522.4122388
mouse,2173,550,1708709522.4132476
mouse,2172,550,1708709522.4153273
mouse,2171,551,1708709522.4163353
mouse,2171,552,1708709522.4183345
mouse,2170,552,1708709522.4206202
mouse,2170,553,1708709522.4221277
mouse,2169,553,1708709522.4241333
mouse,2169,554,1708709522.4261339
mouse,2169,554,1708709522.427357
mouse,2169,554,1708709522.4284923
mouse,2168,555,1708709522.4294996
mouse,2168,556,1708709522.4315014
mouse,2167,556,1708709522.4325
mouse,2167,557,1708709522.4349277
mouse,2167,557,1708709522.4369292
mouse,2167,557,1708709522.437927
mouse,2166,558,1708709522.4399257
mouse,2166,558,1708709522.4424322
mouse,2166,559,1708709522.444439
mouse,2166,560,1708709522.44744
mouse,2165,560,1708709522.4504395
mouse,2165,561,1708709522.454446
mouse,2165,561,1708709522.4574528
mouse,2165,561,1708709522.4589267
mouse,2165,562,1708709522.4705653
mouse,2165,562,1708709522.4820771
mouse,2165,563,1708709522.5416446
mouse,2165,564,1708709522.5451574
mouse,2164,589,1708709522.6307833
mouse,2164,589,1708709522.632128
mouse,2164,590,1708709522.6331375
mouse,2164,590,1708709522.6341367
mouse,2164,591,1708709522.6351347
mouse,2164,591,1708709522.6361372
mouse,2164,592,1708709522.6371346
mouse,2164,593,1708709522.6381347
mouse,2164,593,1708709522.6391375
mouse,2164,594,1708709522.6413062
mouse,2164,594,1708709522.642323
mouse,2164,595,1708709522.6434684
mouse,2164,595,1708709522.6444833
mouse,2164,596,1708709522.6464806
mouse,2164,597,1708709522.6484814
mouse,2164,597,1708709522.648988
mouse,2164,598,1708709522.650996
mouse,2164,598,1708709522.6525047
mouse,2164,599,1708709522.6545093
mouse,2164,599,1708709522.6555111
mouse,2164,600,1708709522.6577973
mouse,2164,600,1708709522.658805
mouse,2164,601,1708709522.662446
mouse,2164,602,1708709522.6633193
mouse,2164,602,1708709522.6673172
mouse,2164,603,1708709522.669322
mouse,2164,603,1708709522.6723173
mouse,2164,604,1708709522.6766112
mouse,2164,604,1708709522.6808367
mouse,2164,605,1708709522.6846673
mouse,2164,606,1708709522.7606285
mouse,2164,606,1708709522.784048
mouse,2164,607,1708709522.8822045
mouse,2164,607,1708709522.9710028
mouse,2164,633,1708709523.270723
mouse,2164,634,1708709523.2722316
mouse,2164,635,1708709523.2732375
mouse,2164,635,1708709523.2742434
mouse,2164,636,1708709523.2752416
mouse,2164,636,1708709523.2782464
mouse,2164,637,1708709523.279245
mouse,2164,637,1708709523.2802532
mouse,2164,638,1708709523.2812605
mouse,2164,639,1708709523.2822633
mouse,2164,639,1708709523.2843509
mouse,2164,640,1708709523.2853558
mouse,2164,640,1708709523.2863564
mouse,2164,641,1708709523.2883615
mouse,2164,641,1708709523.2893586
mouse,2164,642,1708709523.291357
mouse,2164,643,1708709523.2923574
mouse,2164,643,1708709523.2948709
mouse,2164,644,1708709523.2968693
mouse,2164,644,1708709523.2978687
mouse,2164,645,1708709523.2999754
mouse,2164,645,1708709523.3024964
mouse,2164,646,1708709523.3045049
mouse,2164,647,1708709523.3058765
mouse,2164,647,1708709523.3082206
mouse,2164,648,1708709523.3104641
mouse,2164,648,1708709523.3117602
mouse,2164,648,1708709523.3142707
mouse,2164,649,1708709523.316273
mouse,2164,649,1708709523.3193617
mouse,2164,650,1708709523.3223634
mouse,2164,651,1708709523.3248734
mouse,2164,651,1708709523.3278756
mouse,2164,652,1708709523.3308756
mouse,2163,652,1708709523.3325026
mouse,2163,652,1708709523.333514
mouse,2163,653,1708709523.3362145
mouse,2163,653,1708709523.3389778
mouse,2163,654,1708709523.3426394
mouse,2163,655,1708709523.3455093
mouse,2163,655,1708709523.3475037
mouse,2163,656,1708709523.3505042
mouse,2163,656,1708709523.3525066
mouse,2163,657,1708709523.3540182
mouse,2163,657,1708709523.3565202
mouse,2163,658,1708709523.3585298
mouse,2162,658,1708709523.3595293
mouse,2162,659,1708709523.360526
mouse,2162,659,1708709523.3625267
mouse,2162,660,1708709523.364042
mouse,2162,660,1708709523.366464
mouse,2162,660,1708709523.3674612
mouse,2162,661,1708709523.368461
mouse,2162,661,1708709523.369461
mouse,2162,662,1708709523.3714626
mouse,2162,662,1708709523.3729844
mouse,2162,663,1708709523.3750463
mouse,2162,664,1708709523.3760455
mouse,2161,664,1708709523.3780506
mouse,2161,665,1708709523.3800528
mouse,2161,665,1708709523.3810456
mouse,2161,666,1708709523.3835602
mouse,2161,666,1708709523.3845613
mouse,2161,667,1708709523.3855646
mouse,2161,668,1708709523.388095
mouse,2161,668,1708709523.3901067
mouse,2161,669,1708709523.391564
mouse,2161,669,1708709523.3920686
mouse,2161,670,1708709523.39472
mouse,2161,670,1708709523.395727
mouse,2161,671,1708709523.3967323
mouse,2161,672,1708709523.3989608
mouse,2161,672,1708709523.4001262
mouse,2161,673,1708709523.4020777
mouse,2161,673,1708709523.4040864
mouse,2161,674,1708709523.4055347
mouse,2161,674,1708709523.406994
mouse,2161,675,1708709523.4080005
mouse,2161,676,1708709523.410506
mouse,2161,676,1708709523.4120886
mouse,2161,677,1708709523.4130957
mouse,2161,677,1708709523.4141505
mouse,2161,678,1708709523.4162974
mouse,2161,678,1708709523.4175534
mouse,2161,679,1708709523.419992
mouse,2161,680,1708709523.4218154
mouse,2161,680,1708709523.4223213
mouse,2161,681,1708709523.4243917
mouse,2161,681,1708709523.4253936
mouse,2161,682,1708709523.4274275
mouse,2161,682,1708709523.429438
mouse,2161,683,1708709523.4304361
mouse,2160,684,1708709523.43244
mouse,2160,684,1708709523.4337366
mouse,2160,685,1708709523.4358637
mouse,2160,685,1708709523.4368665
mouse,2160,686,1708709523.4398654
mouse,2160,686,1708709523.441014
mouse,2160,687,1708709523.4425192
mouse,2160,688,1708709523.4445307
mouse,2160,688,1708709523.446525
mouse,2160,689,1708709523.448527
mouse,2160,689,1708709523.4507115
mouse,2160,690,1708709523.4522154
mouse,2160,690,1708709523.455231
mouse,2159,691,1708709523.4572303
mouse,2159,692,1708709523.4612336
mouse,2159,692,1708709523.465753
mouse,2159,693,1708709523.4733815
