mouse,667,605,1711096259.1074944
mouse,667,605,1711096259.1501613
mouse,668,605,1711096261.4999475
mouse,668,605,1711096261.506874
mouse,669,605,1711096261.5113947
mouse,669,605,1711096261.5123944
mouse,669,605,1711096261.5148096
mouse,670,605,1711096261.5163212
mouse,670,605,1711096261.5181665
mouse,671,605,1711096261.520083
mouse,671,606,1711096261.5220888
mouse,672,606,1711096261.5245938
mouse,673,606,1711096261.5256615
mouse,673,606,1711096261.5266685
mouse,674,606,1711096261.527668
mouse,675,606,1711096261.5286682
mouse,676,606,1711096261.5296695
mouse,676,607,1711096261.5306683
mouse,677,607,1711096261.5321505
mouse,677,607,1711096261.5335333
mouse,678,607,1711096261.5349534
mouse,679,607,1711096261.5357654
mouse,689,610,1711096261.5473194
mouse,690,610,1711096261.5486505
mouse,692,610,1711096261.549944
mouse,695,610,1711096261.5509498
mouse,695,611,1711096261.5519493
mouse,696,611,1711096261.55302
mouse,699,612,1711096261.554029
mouse,700,612,1711096261.5550277
mouse,702,612,1711096261.5555341
mouse,706,613,1711096261.558061
mouse,707,613,1711096261.558061
mouse,708,613,1711096261.5595589
mouse,712,614,1711096261.5607011
mouse,714,615,1711096261.5617142
mouse,714,615,1711096261.562905
mouse,717,615,1711096261.5639112
mouse,720,616,1711096261.5654662
mouse,721,616,1711096261.566478
mouse,723,616,1711096261.5676405
mouse,730,618,1711096261.5686467
mouse,734,619,1711096261.569649
mouse,736,619,1711096261.5706472
mouse,738,619,1711096261.5717025
mouse,743,620,1711096261.573713
mouse,745,621,1711096261.5747097
mouse,746,621,1711096261.5747097
mouse,751,623,1711096261.5768874
mouse,753,623,1711096261.5774364
mouse,759,624,1711096261.5774364
mouse,762,624,1711096261.5787113
mouse,765,625,1711096261.579722
mouse,769,625,1711096261.5807164
mouse,773,626,1711096261.5817163
mouse,776,627,1711096261.5831532
mouse,780,628,1711096261.5846293
mouse,782,628,1711096261.5856354
mouse,786,628,1711096261.588761
mouse,792,629,1711096261.5897865
mouse,812,634,1711096261.591202
mouse,821,635,1711096261.5922117
mouse,824,636,1711096261.5922117
mouse,828,636,1711096261.5933495
mouse,833,637,1711096261.5948546
mouse,839,638,1711096261.595861
mouse,842,639,1711096261.5969257
mouse,848,640,1711096261.5979323
mouse,853,642,1711096261.5999744
mouse,856,642,1711096261.6013153
mouse,868,645,1711096261.6023722
mouse,871,645,1711096261.6023722
mouse,880,648,1711096261.60399
mouse,885,648,1711096261.605042
mouse,891,649,1711096261.6055572
mouse,894,650,1711096261.6065605
mouse,901,651,1711096261.607563
mouse,905,652,1711096261.6085627
mouse,908,653,1711096261.6095629
mouse,918,655,1711096261.6115615
mouse,923,656,1711096261.6115615
mouse,929,657,1711096261.6125643
mouse,932,658,1711096261.6135612
mouse,940,659,1711096261.6145625
mouse,946,660,1711096261.6157951
mouse,952,660,1711096261.616935
mouse,955,661,1711096261.6179667
mouse,963,663,1711096261.618965
mouse,970,664,1711096261.620967
mouse,975,665,1711096261.620967
mouse,987,667,1711096261.6224008
mouse,995,669,1711096261.623406
mouse,1001,670,1711096261.6249275
mouse,1006,671,1711096261.6264458
mouse,1016,672,1711096261.6274543
mouse,1019,672,1711096261.6284525
mouse,1026,674,1711096261.6298943
mouse,1032,675,1711096261.6309047
mouse,1047,677,1711096261.631903
mouse,1050,678,1711096261.632906
mouse,1058,679,1711096261.6339755
mouse,1066,680,1711096261.6349783
mouse,1072,681,1711096261.6365895
mouse,1080,682,1711096261.6375985
mouse,1090,683,1711096261.638595
mouse,1098,684,1711096261.6395962
mouse,1106,685,1711096261.640957
mouse,1112,686,1711096261.640957
mouse,1120,687,1711096261.6424394
mouse,1127,688,1711096261.6434474
mouse,1135,690,1711096261.644955
mouse,1138,690,1711096261.6454756
mouse,1148,692,1711096261.6469011
mouse,1152,693,1711096261.6469011
mouse,1161,694,1711096261.6482935
mouse,1164,695,1711096261.6494856
mouse,1173,696,1711096261.6505125
mouse,1182,697,1711096261.651773
mouse,1190,698,1711096261.652778
mouse,1196,699,1711096261.653778
mouse,1204,701,1711096261.6552827
mouse,1210,701,1711096261.6557882
mouse,1218,703,1711096261.6574492
mouse,1230,705,1711096261.6593852
mouse,1239,706,1711096261.6593852
mouse,1247,708,1711096261.6608737
mouse,1254,709,1711096261.663017
mouse,1266,712,1711096261.6640246
mouse,1274,713,1711096261.6655266
mouse,1283,715,1711096261.6655266
mouse,1291,716,1711096261.666532
mouse,1295,717,1711096261.6706913
mouse,1304,719,1711096261.672768
mouse,1349,727,1711096261.672768
mouse,1357,729,1711096261.6738079
mouse,1365,730,1711096261.6748123
mouse,1369,731,1711096261.6758208
mouse,1378,733,1711096261.676988
mouse,1386,734,1711096261.6780539
mouse,1393,736,1711096261.6790597
mouse,1397,737,1711096261.6790597
mouse,1405,738,1711096261.6811626
mouse,1410,739,1711096261.6825254
mouse,1418,741,1711096261.6835318
mouse,1424,742,1711096261.6835318
mouse,1433,743,1711096261.6850374
mouse,1437,744,1711096261.6855545
mouse,1446,746,1711096261.6865602
mouse,1450,747,1711096261.6875587
mouse,1458,748,1711096261.6885624
mouse,1464,750,1711096261.6908855
mouse,1468,751,1711096261.6918864
mouse,1473,752,1711096261.6928873
mouse,1483,753,1711096261.6938853
mouse,1491,755,1711096261.6955388
mouse,1495,755,1711096261.6955388
mouse,1501,757,1711096261.6966996
mouse,1506,758,1711096261.6977065
mouse,1511,759,1711096261.6989808
mouse,1516,760,1711096261.6999881
mouse,1521,761,1711096261.700989
mouse,1525,762,1711096261.7029872
mouse,1527,763,1711096261.7056532
mouse,1531,763,1711096261.7069776
mouse,1558,768,1711096261.7081451
mouse,1563,768,1711096261.709285
mouse,1565,769,1711096261.709285
mouse,1569,770,1711096261.7107072
mouse,1571,771,1711096261.7117116
mouse,1576,772,1711096261.712718
mouse,1578,772,1711096261.7146497
mouse,1583,772,1711096261.7156556
mouse,1583,773,1711096261.7167711
mouse,1589,775,1711096261.717278
mouse,1593,775,1711096261.7183778
mouse,1595,775,1711096261.7196772
mouse,1598,776,1711096261.7209032
mouse,1602,777,1711096261.722962
mouse,1604,778,1711096261.724078
mouse,1608,778,1711096261.7245824
mouse,1610,779,1711096261.7255876
mouse,1611,779,1711096261.7267337
mouse,1614,780,1711096261.72784
mouse,1617,781,1711096261.728838
mouse,1619,781,1711096261.7298367
mouse,1619,781,1711096261.7308366
mouse,1622,782,1711096261.7328367
mouse,1625,783,1711096261.7338357
mouse,1628,784,1711096261.7348366
mouse,1630,784,1711096261.7358813
mouse,1630,785,1711096261.7369332
mouse,1632,785,1711096261.737447
mouse,1633,785,1711096261.741216
mouse,1636,786,1711096261.7427058
mouse,1643,789,1711096261.743712
mouse,1644,789,1711096261.748113
