                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.4406,                0.88354,                  1.162,                0.87864,                0.70842,                0.77326,                0.46879,                  1.149,                0.65566,                 1.0204,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.4355,                0.89206,                 1.1709,                0.88373,                 0.7116,                0.78882,                 0.4775,                 1.1256,                 0.6516,                  1.009,               0.006337,               0.006337,               0.006337
                     76,                  1.435,                0.88218,                 1.1576,                0.91711,                0.68362,                0.78704,                0.47656,                 1.1558,                 0.6574,                 1.0279,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.4432,                0.88908,                 1.1767,                0.87403,                0.72087,                0.79263,                0.46809,                 1.1316,                0.63417,                 1.0211,               0.006238,               0.006238,               0.006238
                     78,                 1.4331,                0.86878,                 1.1542,                0.86762,                0.70488,                0.77954,                0.46951,                 1.1317,                0.63176,                  1.029,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.4252,                0.87528,                 1.1572,                0.85971,                  0.705,                0.77414,                0.46863,                 1.1271,                0.64566,                 1.0184,               0.006139,               0.006139,               0.006139
                     80,                 1.4268,                0.87295,                  1.158,                0.88638,                0.72146,                0.79101,                0.48266,                 1.1222,                0.63545,                 1.0073,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.4269,                0.87867,                 1.1566,                0.85667,                  0.714,                0.78164,                0.48685,                 1.0947,                0.63811,                 1.0232,                0.00604,                0.00604,                0.00604
                     82,                 1.4085,                0.85487,                 1.1514,                0.91854,                0.65795,                0.77987,                0.48396,                 1.0961,                0.62786,                  1.023,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.4206,                0.85541,                 1.1584,                0.82468,                0.72454,                0.78772,                0.47814,                 1.0835,                0.61403,                 1.0242,               0.005941,               0.005941,               0.005941
                     84,                 1.4105,                0.85654,                 1.1555,                0.84684,                0.71035,                0.79082,                0.48593,                 1.0656,                0.61327,                  1.011,              0.0058915,              0.0058915,              0.0058915
                     85,                  1.404,                0.84386,                 1.1566,                0.86245,                0.72202,                 0.7916,                0.48235,                 1.0752,                0.62077,                 1.0111,               0.005842,               0.005842,               0.005842
                     86,                 1.4078,                0.84778,                 1.1477,                0.86587,                0.69457,                0.77869,                 0.4827,                 1.0856,                0.62097,                 1.0147,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.4102,                0.84178,                 1.1503,                 0.8751,                0.68629,                0.78514,                 0.4887,                 1.0926,                0.62729,                 1.0167,               0.005743,               0.005743,               0.005743
                     88,                 1.3966,                 0.8562,                  1.142,                0.89834,                0.70575,                0.79579,                0.49347,                 1.1086,                0.62635,                 1.0165,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.3945,                 0.8398,                  1.144,                0.86868,                0.71943,                0.79956,                  0.484,                  1.129,                0.61956,                 1.0229,               0.005644,               0.005644,               0.005644
                     90,                 1.4063,                0.83778,                 1.1461,                0.86787,                  0.729,                0.79514,                0.48315,                 1.1447,                0.62127,                 1.0321,              0.0055945,              0.0055945,              0.0055945
                     91,                 1.3976,                0.84623,                 1.1403,                0.85116,                 0.7304,                0.79855,                0.49004,                 1.1291,                0.60512,                 1.0252,               0.005545,               0.005545,               0.005545
                     92,                 1.4113,                0.85259,                 1.1405,                0.85096,                0.72686,                0.80171,                0.49243,                 1.1065,                 0.6002,                 1.0189,              0.0054955,              0.0054955,              0.0054955
                     93,                  1.398,                0.83825,                 1.1359,                0.86656,                0.70735,                0.79405,                 0.4967,                 1.0968,                0.60388,                 1.0109,               0.005446,               0.005446,               0.005446
                     94,                 1.3891,                0.83075,                 1.1395,                 0.8671,                0.70785,                0.79341,                0.49286,                 1.0876,                0.60781,                 1.0065,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.3795,                0.82658,                 1.1331,                 0.8923,                0.68683,                0.80055,                0.49606,                 1.0831,                0.60511,                 1.0036,               0.005347,               0.005347,               0.005347
                     96,                 1.3888,                0.82424,                 1.1383,                  0.857,                0.71815,                0.79394,                0.49439,                 1.0956,                0.60338,                 1.0056,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.3746,                0.81627,                 1.1274,                0.87087,                0.71638,                 0.8038,                0.49467,                 1.0917,                  0.596,                 1.0055,               0.005248,               0.005248,               0.005248
                     98,                  1.378,                0.82204,                 1.1313,                0.88227,                0.73069,                  0.805,                0.49162,                 1.0924,                0.58939,                0.99764,              0.0051985,              0.0051985,              0.0051985
